Year,LeagueID,LeagueName,RosterID,OwnerID,OwnerName,Division,DivisionName,Wins,Losses,PointsFor,PointsAgainst
2026,1331774630620332032,NCAA HISTORICALLY BLACK,5,1072700435921838080,DaMagic436,2,Hurricane,1,1,311.56,285.72
2026,1331774630620332032,NCAA HISTORICALLY BLACK,6,692168840821411840,DeanFalcon,2,Hurricane,0,2,209.6,283.24
2026,1331774630620332032,NCAA HISTORICALLY BLACK,7,519728067978186752,StrikerS091,1,Mississippi River,1,1,279.18,317.56
2026,1331774630620332032,NCAA HISTORICALLY BLACK,8,467835045181124608,wblack2012,1,Mississippi River,2,0,275.48,201.46
2026,1331774630620332032,NCAA HISTORICALLY BLACK,9,1260322259726249984,Pookieboom,2,Hurricane,1,1,246.04,243.34
2026,1331774630620332032,NCAA HISTORICALLY BLACK,10,694233255825719296,bb7661KING,2,Hurricane,0,2,270.6,353.48
2026,1331774630620332032,NCAA HISTORICALLY BLACK,11,327614483000217600,Jerryb83,1,Mississippi River,0,2,183.0,238.02
2026,1331774630620332032,NCAA HISTORICALLY BLACK,12,520088376557371392,scoobydaeaglemahomes,1,Mississippi River,1,1,250.92,203.36
2026,1331774599196585984,NCAA MOUNTAIN WEST,1,596835723861082112,RicochetRay,1,SAINT,2,0,402.68,244.24
2026,1331774599196585984,NCAA MOUNTAIN WEST,2,463106510101147648,jmdorsey00,2,SIN,0,2,152.8,281.54
2026,1331774599196585984,NCAA MOUNTAIN WEST,3,560626155833876480,HonoredMexican,1,SAINT,0,2,196.14,278.3
2026,1331774599196585984,NCAA MOUNTAIN WEST,4,571767410708901888,Kyvend01,2,SIN,1,1,183.28,203.86
2026,1331774599196585984,NCAA MOUNTAIN WEST,5,1124191785678430208,Pipedawg21,1,SAINT,1,1,262.86,279.52
2026,1331774599196585984,NCAA MOUNTAIN WEST,6,837430327189295104,KlondikeBar,2,SIN,2,0,279.02,235.6
2026,1331774599196585984,NCAA MOUNTAIN WEST,7,604155835978944512,Vikes1819,1,SAINT,0,2,290.1,390.08
2026,1331774599196585984,NCAA MOUNTAIN WEST,8,325726913966395392,bkoldham,2,SIN,1,1,297.64,229.48
2026,1331774599196585984,NCAA MOUNTAIN WEST,9,589001974318403584,Mrhawke19,1,SAINT,1,1,223.0,229.96
2026,1331774599196585984,NCAA MOUNTAIN WEST,10,1374560757252890624,postdeezy,2,SIN,0,2,245.24,278.46
2026,1331774599196585984,NCAA MOUNTAIN WEST,11,702897403514159104,bdub3,1,SAINT,2,0,232.8,185.48
2026,1331774599196585984,NCAA MOUNTAIN WEST,12,734939566091436032,noahdaboa,2,SIN,2,0,279.98,209.02
2026,1331774544905510912,NCAA OHIO VALLEY,1,571753677428977664,Mistafyer,2,Southern,1,1,244.16,285.28
2026,1331774544905510912,NCAA OHIO VALLEY,2,601198801197260800,LMarkiewicz04,2,Southern,1,1,314.04,298.62
2026,1331774544905510912,NCAA OHIO VALLEY,3,468944645166985216,srcav,2,Southern,0,2,216.34,277.48
2026,1331774544905510912,NCAA OHIO VALLEY,4,472879969664495616,ethansherwood22,2,Southern,2,0,359.66,239.1
2026,1331774544905510912,NCAA OHIO VALLEY,5,474662041341128704,Dreev,1,Yankee,0,2,243.04,312.22
2026,1331774544905510912,NCAA OHIO VALLEY,6,331558449374593024,leathershoe4,2,Southern,1,1,262.78,305.3
2026,1331774544905510912,NCAA OHIO VALLEY,7,635700695584043008,charlielol,1,Yankee,2,0,286.26,204.44
2026,1331774544905510912,NCAA OHIO VALLEY,8,426756284365160448,mooremc,1,Yankee,1,1,238.82,227.52
2026,1331774544905510912,NCAA OHIO VALLEY,9,997659278062272512,pontes021,1,Yankee,1,1,165.7,210.36
2026,1331774544905510912,NCAA OHIO VALLEY,10,594242128851296256,edgeofdefeat,1,Yankee,1,1,239.98,242.1
2026,1331774544905510912,NCAA OHIO VALLEY,11,638193564806897664,Romantryert,1,Yankee,1,1,329.88,307.04
2026,1331774544905510912,NCAA OHIO VALLEY,12,300814106795974656,Firephool,2,Southern,1,1,308.26,299.46
2026,1331774454493122560,NCAA WILD,1,457579310098673664,LanceBoneau,1,PLAINS,1,1,319.3,188.18
2026,1331774454493122560,NCAA WILD,2,545391514915762176,Hart123,2,VALLEY,1,1,259.84,239.22
2026,1331774454493122560,NCAA WILD,3,441392312380026880,4thdownTD,1,PLAINS,1,1,216.32,204.92
2026,1331774454493122560,NCAA WILD,4,635935003657723904,matthewitz,2,VALLEY,0,2,213.62,252.18
2026,1331774454493122560,NCAA WILD,5,642578171354484736,FareedB,1,PLAINS,2,0,258.94,217.74
2026,1331774454493122560,NCAA WILD,6,203496917160697856,ThomasHarris,2,VALLEY,1,1,297.6,347.68
2026,1331774454493122560,NCAA WILD,7,1213324396148572161,mrflack,1,PLAINS,0,2,198.78,235.36
2026,1331774454493122560,NCAA WILD,8,462714981117325312,lmkl,2,VALLEY,0,2,267.26,283.46
2026,1331774454493122560,NCAA WILD,9,603083535368134656,MrBarryMcCockiner,1,PLAINS,0,2,170.9,336.62
2026,1331774454493122560,NCAA WILD,10,505166677990699008,olddominion2020,2,VALLEY,2,0,316.48,232.7
2026,1331774454493122560,NCAA WILD,11,1228783119826423808,TheScorer,1,PLAINS,2,0,241.16,222.58
2026,1331774454493122560,NCAA WILD,12,448446449538035712,DBGiants,2,VALLEY,2,0,244.16,243.72
2026,1316899936696016896,NCAA BIG 10,1,465720627639087104,Mo00,1,EAST,2,0,303.02,256.98
2026,1316899936696016896,NCAA BIG 10,2,438178170542223360,EthanH,2,WEST,1,1,284.58,252.68
2026,1316899936696016896,NCAA BIG 10,3,437465313911500800,kfitch3p,2,WEST,0,2,142.12,255.8
2026,1316899936696016896,NCAA BIG 10,4,1354967293209083904,EndZoneAllDay1,1,EAST,0,2,209.46,252.08
2026,1316899936696016896,NCAA BIG 10,5,856759599565475840,Justahippo,1,EAST,2,0,253.7,209.04
2026,1316899936696016896,NCAA BIG 10,6,460511267564548096,laxbro000,2,WEST,1,1,245.38,262.32
2026,1316899936696016896,NCAA BIG 10,7,460518714907815936,linkoftime1,2,WEST,2,0,408.48,269.6
2026,1316899936696016896,NCAA BIG 10,8,998438693570539520,ChAiNSmOkErTk,1,EAST,1,1,211.26,304.24
2026,1316899936696016896,NCAA BIG 10,9,559208653427675136,Klashified,1,EAST,1,1,306.84,235.36
2026,1316899936696016896,NCAA BIG 10,10,459225788735025152,richardson98,2,WEST,1,1,246.0,206.68
2026,1316899936696016896,NCAA BIG 10,11,471056290550902784,Schuflakka,2,WEST,1,1,257.14,336.62
2026,1316899936696016896,NCAA BIG 10,12,443870183853912064,chrispychicken,1,EAST,0,2,253.96,280.54
2026,1316899756005412864,NCAA BIG SKY,1,456258200757334016,WillyP15,2,Colonies,1,1,287.5,178.0
2026,1316899756005412864,NCAA BIG SKY,2,439255136309604352,PapaCrowther,2,Colonies,0,2,219.0,234.02
2026,1316899756005412864,NCAA BIG SKY,3,449327253101211648,Beastchewy15,2,Colonies,2,0,338.24,268.44
2026,1316899756005412864,NCAA BIG SKY,4,519439276311531520,Elestial,1,Frontier,1,1,253.94,210.82
2026,1316899756005412864,NCAA BIG SKY,5,465934519652839424,agrakush,2,Colonies,1,1,261.74,256.88
2026,1316899756005412864,NCAA BIG SKY,6,424793511431262208,Elwayluva7,1,Frontier,0,2,241.46,335.22
2026,1316899756005412864,NCAA BIG SKY,7,78892531970359296,fballfreek80,2,Colonies,2,0,199.28,189.64
2026,1316899756005412864,NCAA BIG SKY,8,437413803001376768,Vitus,1,Frontier,2,0,354.38,206.42
2026,1316899756005412864,NCAA BIG SKY,9,448641292377780224,Pinky7373,1,Frontier,0,2,70.62,173.06
2026,1316899756005412864,NCAA BIG SKY,10,334014945886748672,thejockytype,2,Colonies,0,2,131.38,310.16
2026,1316899756005412864,NCAA BIG SKY,11,604388962898866176,mgrant55,1,Frontier,1,1,150.54,212.54
2026,1316899756005412864,NCAA BIG SKY,12,519767126595325952,mssullivan2022,1,Frontier,2,0,333.58,266.46
