LeagueID,LeagueName,DraftID,Round,Pick_No,OverallPick,Picked_By,RosterID,PlayerID,FirstName,LastName,Team,Position,Status,YearsExp
644097339790827520,NCAA OHIO VALLEY,644097340822597632,35,411,819,69768813763510272,8,147,DeSean,Jackson,PHI,WR,Active,12
644097339790827520,NCAA OHIO VALLEY,644097340822597632,35,412,820,468944645166985216,3,184,Adrian,Peterson,DET,RB,Active,13
644097339790827520,NCAA OHIO VALLEY,644097340822597632,35,413,821,474662041341128704,5,7152,Sam,Sloman,TEN,K,Active,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,35,414,822,601198801197260800,2,7496,Nick,Westbrook-Ikhine,TEN,WR,Active,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,35,415,823,635700695584043008,7,1793,Trey,Burton,IND,TE,Active,6
644097339790827520,NCAA OHIO VALLEY,644097340822597632,35,416,824,571753677428977664,1,110,Stephen,Gostkowski,TEN,K,Active,14
644097339790827520,NCAA OHIO VALLEY,644097340822597632,35,417,825,331558449374593024,6,7109,Malcolm,Perry,MIA,QB,Active,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,35,418,826,69768813763510272,8,4054,Mo,Alie-Cox,IND,TE,Active,3
644097339790827520,NCAA OHIO VALLEY,644097340822597632,35,419,827,594242128851296256,10,5806,John,Wolford,LAR,QB,Active,2
644097339790827520,NCAA OHIO VALLEY,644097340822597632,35,420,828,638193564806897664,11,6018,Zach,Gentry,PIT,TE,Injured Reserve,1
644097339790827520,NCAA OHIO VALLEY,644097340822597632,36,421,841,638193564806897664,11,5096,Ray-Ray,McCloud,PIT,WR,Active,2
644097339790827520,NCAA OHIO VALLEY,644097340822597632,36,422,842,472879969664495616,4,4949,Derrius,Guice,,RB,Inactive,2
644097339790827520,NCAA OHIO VALLEY,644097340822597632,36,423,843,472879969664495616,4,788,Dion,Lewis,NYG,RB,Active,9
644097339790827520,NCAA OHIO VALLEY,644097340822597632,36,424,844,331558449374593024,6,5985,Foster,Moreau,LV,TE,Active,1
644097339790827520,NCAA OHIO VALLEY,644097340822597632,36,425,845,571753677428977664,1,1388,Tyler,Eifert,JAX,TE,Active,7
644097339790827520,NCAA OHIO VALLEY,644097340822597632,36,426,846,635700695584043008,7,5974,Trace,McSorley,BAL,QB,Injured Reserve,1
644097339790827520,NCAA OHIO VALLEY,644097340822597632,36,427,847,601198801197260800,2,3300,DeAndre,Washington,MIA,RB,Active,4
644097339790827520,NCAA OHIO VALLEY,644097340822597632,36,428,848,474662041341128704,5,5886,Hakeem,Butler,PHI,TE,Injured Reserve,1
644097339790827520,NCAA OHIO VALLEY,644097340822597632,36,429,849,468944645166985216,3,7502,Dominique,Dafney,GB,TE,Active,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,36,430,850,69768813763510272,8,943,Kyle,Rudolph,MIN,TE,Injured Reserve,9
644097339790827520,NCAA OHIO VALLEY,644097340822597632,36,431,851,327689364916146176,12,6926,Brycen,Hopkins,LAR,TE,Active,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,36,432,852,347683464398749696,9,2399,Ty,Montgomery,NO,RB,Active,5
644097339790827520,NCAA OHIO VALLEY,644097340822597632,37,433,865,347683464398749696,9,7121,Justin,Rohrwasser,NE,K,Injured Reserve,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,37,434,866,327689364916146176,12,899,Dan,Bailey,MIN,K,Active,9
644097339790827520,NCAA OHIO VALLEY,644097340822597632,37,435,867,69768813763510272,8,3868,Jalen,Richard,LV,RB,Reserve/COVID-19,4
644097339790827520,NCAA OHIO VALLEY,644097340822597632,37,436,868,468944645166985216,3,5189,Eddy,Pineiro,CHI,K,Injured Reserve,2
644097339790827520,NCAA OHIO VALLEY,644097340822597632,37,437,869,474662041341128704,5,4252,Isaiah,Ford,MIA,WR,Active,3
644097339790827520,NCAA OHIO VALLEY,644097340822597632,37,438,870,601198801197260800,2,6068,Devine,Ozigbo,JAX,RB,Active,1
644097339790827520,NCAA OHIO VALLEY,644097340822597632,37,439,871,635700695584043008,7,1379,Kyle,Juszczyk,SF,RB,Active,7
644097339790827520,NCAA OHIO VALLEY,644097340822597632,37,440,872,571753677428977664,1,5209,Mike,Boone,MIN,RB,Active,2
644097339790827520,NCAA OHIO VALLEY,644097340822597632,37,441,873,331558449374593024,6,4197,Isaiah,McKenzie,BUF,WR,Active,3
644097339790827520,NCAA OHIO VALLEY,644097340822597632,37,442,874,472879969664495616,4,4226,Alex,Armah,CAR,RB,Active,3
644097339790827520,NCAA OHIO VALLEY,644097340822597632,37,443,875,472879969664495616,4,289,Drew,Brees,NO,QB,Active,19
644097339790827520,NCAA OHIO VALLEY,644097340822597632,37,444,876,638193564806897664,11,1974,Cody,Parkey,CLE,K,Active,6
644097339790827520,NCAA OHIO VALLEY,644097340822597632,38,445,889,638193564806897664,11,3503,Geronimo,Allison,DET,WR,Voluntary Opt Out,4
644097339790827520,NCAA OHIO VALLEY,644097340822597632,38,446,890,472879969664495616,4,268,Alex,Smith,WAS,QB,Active,15
644097339790827520,NCAA OHIO VALLEY,644097340822597632,38,447,891,472879969664495616,4,676,LeSean,McCoy,TB,RB,Active,11
644097339790827520,NCAA OHIO VALLEY,644097340822597632,38,448,892,331558449374593024,6,4443,Pharaoh,Brown,HOU,TE,Active,3
644097339790827520,NCAA OHIO VALLEY,644097340822597632,38,449,893,571753677428977664,1,491,Danny,Amendola,DET,WR,Active,12
644097339790827520,NCAA OHIO VALLEY,644097340822597632,38,450,894,635700695584043008,7,827,Tyrod,Taylor,LAC,QB,Active,9
644097339790827520,NCAA OHIO VALLEY,644097340822597632,38,451,895,601198801197260800,2,2020,Cairo,Santos,CHI,K,Active,6
644097339790827520,NCAA OHIO VALLEY,644097340822597632,38,452,896,474662041341128704,5,1111,Andrew,Luck,,QB,Active,8
644097339790827520,NCAA OHIO VALLEY,644097340822597632,38,453,897,468944645166985216,3,5113,Cedrick,Wilson,DAL,WR,Active,2
644097339790827520,NCAA OHIO VALLEY,644097340822597632,38,454,898,69768813763510272,8,223,Larry,Fitzgerald,ARI,WR,Active,16
644097339790827520,NCAA OHIO VALLEY,644097340822597632,38,455,899,327689364916146176,12,4464,Nick,Mullens,SF,QB,Injured Reserve,3
644097339790827520,NCAA OHIO VALLEY,644097340822597632,38,456,900,347683464398749696,9,6311,Patrick,Laird,MIA,RB,Active,1
644097339790827520,NCAA OHIO VALLEY,644097340822597632,39,457,913,347683464398749696,9,6557,Jeff,Smith,NYJ,WR,Active,1
644097339790827520,NCAA OHIO VALLEY,644097340822597632,39,458,914,327689364916146176,12,574,Dez,Bryant,BAL,WR,Active,10
644097339790827520,NCAA OHIO VALLEY,644097340822597632,39,459,915,69768813763510272,8,1737,Case,Keenum,CLE,QB,Active,8
644097339790827520,NCAA OHIO VALLEY,644097340822597632,39,460,916,468944645166985216,3,6088,Olabisi,Johnson,MIN,WR,Active,1
644097339790827520,NCAA OHIO VALLEY,644097340822597632,39,461,917,474662041341128704,5,7050,Josiah,Deguara,GB,TE,Injured Reserve,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,39,462,918,601198801197260800,2,7049,Jauan,Jennings,SF,WR,Injured Reserve,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,39,463,919,635700695584043008,7,6115,Wes,Hills,,RB,Inactive,1
644097339790827520,NCAA OHIO VALLEY,644097340822597632,39,464,920,571753677428977664,1,4218,Trent,Taylor,SF,WR,Active,3
644097339790827520,NCAA OHIO VALLEY,644097340822597632,39,465,921,331558449374593024,6,7407,Isaiah,Wright,WAS,WR,Active,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,39,466,922,69768813763510272,8,3201,Roberto,Aguayo,NE,K,Injured Reserve,4
644097339790827520,NCAA OHIO VALLEY,644097340822597632,39,467,923,472879969664495616,4,1169,Robert,Griffin,BAL,QB,Active,8
644097339790827520,NCAA OHIO VALLEY,644097340822597632,39,468,924,638193564806897664,11,3178,Josh,Doctson,NYJ,WR,Voluntary Opt Out,4
644097339790827520,NCAA OHIO VALLEY,644097340822597632,40,469,937,638193564806897664,11,5570,Chad,Beebe,MIN,WR,Active,2
644097339790827520,NCAA OHIO VALLEY,644097340822597632,40,470,938,472879969664495616,4,2214,Cameron,Brate,TB,TE,Active,6
644097339790827520,NCAA OHIO VALLEY,644097340822597632,40,471,939,69768813763510272,8,7426,Seth,Dawkins,,WR,Inactive,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,40,472,940,331558449374593024,6,7103,Tavien,Feaster,DET,RB,Active,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,40,473,941,571753677428977664,1,2073,Keith,Smith,ATL,RB,Active,6
644097339790827520,NCAA OHIO VALLEY,644097340822597632,40,474,942,635700695584043008,7,4186,T.J.,Logan,TB,RB,Injured Reserve,3
644097339790827520,NCAA OHIO VALLEY,644097340822597632,40,475,943,601198801197260800,2,1592,Darren,Fells,HOU,TE,Active,7
644097339790827520,NCAA OHIO VALLEY,644097340822597632,40,476,944,474662041341128704,5,6223,Juwann,Winfree,GB,WR,Injured Reserve,1
644097339790827520,NCAA OHIO VALLEY,644097340822597632,40,477,945,468944645166985216,3,7065,Eli,Wolf,BAL,TE,Injured Reserve,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,40,478,946,69768813763510272,8,7094,Lirim,Hajrullahu,CAR,K,Injured Reserve,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,40,479,947,327689364916146176,12,6164,Kahale,Warring,HOU,TE,Active,1
644097339790827520,NCAA OHIO VALLEY,644097340822597632,40,480,948,347683464398749696,9,5250,Robert,Foster,WAS,WR,Active,2
644097339790827520,NCAA OHIO VALLEY,644097340822597632,41,481,961,347683464398749696,9,7446,Tucker,McCann,TEN,K,Injured Reserve,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,41,482,962,327689364916146176,12,7318,Gabe,Nabers,LAC,RB,Active,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,41,483,963,69768813763510272,8,462,Brett,Favre,,QB,Inactive,20
644097339790827520,NCAA OHIO VALLEY,644097340822597632,41,484,964,468944645166985216,3,650,Nick,Folk,NE,K,Active,13
644097339790827520,NCAA OHIO VALLEY,644097340822597632,41,485,965,474662041341128704,5,7436,Mason,Kinsey,TEN,WR,Injured Reserve,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,41,486,966,601198801197260800,2,6146,Kaden,Smith,NYG,TE,Active,1
644097339790827520,NCAA OHIO VALLEY,644097340822597632,41,487,967,635700695584043008,7,7084,Jake,Luton,JAX,QB,Active,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,41,488,968,571753677428977664,1,3362,Jeff,Driskel,DEN,QB,Active,4
644097339790827520,NCAA OHIO VALLEY,644097340822597632,41,489,969,331558449374593024,6,461,Michael,Vick,,QB,Inactive,19
644097339790827520,NCAA OHIO VALLEY,644097340822597632,41,490,970,327689364916146176,12,6939,Binjimen,Victor,BAL,WR,Injured Reserve,0
644097339790827520,NCAA OHIO VALLEY,644097340822597632,41,491,971,472879969664495616,4,980,Colin,Kaepernick,,QB,Inactive,9
644097339790827520,NCAA OHIO VALLEY,644097340822597632,41,492,972,638193564806897664,11,654,LaDainian,Tomlinson,,RB,Inactive,11
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,1,1,1,467489585379667968,7,8155,Breece,Hall,NYJ,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,1,2,2,444590065046253568,12,8151,Ken,Walker,SEA,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,1,3,3,571767410708901888,4,8135,Treylon,Burks,TEN,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,1,4,4,444590065046253568,11,8112,Drake,London,ATL,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,1,5,5,589001974318403584,9,8146,Garrett,Wilson,NYJ,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,1,6,6,560626155833876480,3,8137,George,Pickens,PIT,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,1,7,7,571767410708901888,11,8148,Jameson,Williams,DET,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,1,8,8,596835723861082112,1,8144,Chris,Olave,NO,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,1,9,9,596835723861082112,1,8138,James,Cook,BUF,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,1,10,10,814354227357908992,10,8167,Christian,Watson,GB,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,1,11,11,757350771300880384,5,8168,Skyy,Moore,KC,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,1,12,12,325726913966395392,8,8129,Dameon,Pierce,HOU,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,2,13,25,463106510101147648,2,8160,Kenny,Pickett,PIT,QB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,2,14,26,596835723861082112,1,8153,Isaiah,Spiller,LAC,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,2,15,27,482448684026425344,6,8147,John,Metchie,HOU,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,2,16,28,444590065046253568,12,8130,Trey,McBride,ARI,TE,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,2,17,29,589001974318403584,9,8136,Rachaad,White,TB,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,2,18,30,560626155833876480,3,8119,Jahan,Dotson,WAS,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,2,19,31,571767410708901888,11,8118,David,Bell,CLE,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,2,20,32,596835723861082112,1,8142,Alec,Pierce,IND,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,2,21,33,814354227357908992,10,8132,Tyler,Allgeier,ATL,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,2,22,34,589001974318403584,9,8117,Jalen,Tolbert,DAL,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,2,23,35,814354227357908992,10,8211,Tyrion,Davis-Price,SF,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,2,24,36,325726913966395392,8,8154,Brian,Robinson,WAS,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,3,25,49,757350771300880384,5,8221,Keaontay,Ingram,ARI,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,3,26,50,596835723861082112,1,8139,Zamir,White,LV,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,3,27,51,482448684026425344,6,8176,Danny,Gray,SF,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,3,28,52,444590065046253568,12,8123,Hassan,Haskins,TEN,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,3,29,53,589001974318403584,9,8161,Malik,Willis,TEN,QB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,3,30,54,560626155833876480,3,8219,Jelani,Woods,IND,TE,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,3,31,55,482448684026425344,6,8188,Tyquan,Thornton,NE,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,3,32,56,757350771300880384,5,8225,Daniel,Bellinger,NYG,TE,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,3,33,57,814354227357908992,10,8159,Desmond,Ridder,ATL,QB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,3,34,58,814354227357908992,10,8121,Romeo,Doubs,GB,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,3,35,59,757350771300880384,5,8164,Matt,Corral,CAR,QB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,3,36,60,325726913966395392,8,8140,Justyn,Ross,KC,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,4,37,73,463106510101147648,2,8172,Greg,Dulcich,DEN,TE,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,4,38,74,571767410708901888,4,8126,Wan'Dale,Robinson,NYG,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,4,39,75,482448684026425344,6,8150,Kyren,Williams,LAR,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,4,40,76,814354227357908992,10,8223,Velus,Jones,CHI,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,4,41,77,589001974318403584,9,8125,Calvin,Austin,PIT,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,4,42,78,560626155833876480,3,8205,Isaih,Pacheco,KC,RB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,4,43,79,571767410708901888,4,8162,Sam,Howell,WAS,QB,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,4,44,80,757350771300880384,5,8171,Kyle,Philips,TEN,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,4,45,81,463106510101147648,2,8258,Cade,York,CLE,K,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,4,46,82,814354227357908992,10,8110,Jake,Ferguson,DAL,TE,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,4,47,83,757350771300880384,5,8204,Bo,Melton,SEA,WR,Active,0
787469647648763904,NCAA MOUNTAIN WEST,787469647648763905,4,48,84,325726913966395392,8,8111,Cade,Otton,TB,TE,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,1,1,1,456159345906806784,7,8155,Breece,Hall,NYJ,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,1,2,2,746553377818841088,1,8112,Drake,London,ATL,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,1,3,3,802480422482206720,9,8151,Ken,Walker,SEA,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,1,4,4,338858684358623232,10,8135,Treylon,Burks,TEN,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,1,5,5,443323427143544832,6,8146,Garrett,Wilson,NYJ,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,1,6,6,456159345906806784,7,8144,Chris,Olave,NO,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,1,7,7,746553377818841088,1,8138,James,Cook,BUF,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,1,8,8,802480422482206720,9,8168,Skyy,Moore,KC,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,1,9,9,746553377818841088,1,8137,George,Pickens,PIT,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,1,10,10,456167283761344512,8,8148,Jameson,Williams,DET,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,1,11,11,746553377818841088,1,8136,Rachaad,White,TB,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,1,12,12,333005257409847296,3,8167,Christian,Watson,GB,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,2,13,25,456159345906806784,7,8126,Wan'Dale,Robinson,NYG,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,2,14,26,746553377818841088,1,8161,Malik,Willis,TEN,QB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,2,15,27,802480422482206720,9,8119,Jahan,Dotson,WAS,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,2,16,28,338858684358623232,10,8153,Isaiah,Spiller,LAC,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,2,17,29,836025225756934144,5,8147,John,Metchie,HOU,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,2,18,30,389656085486649344,2,8160,Kenny,Pickett,PIT,QB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,2,19,31,456182244336201728,11,8118,David,Bell,CLE,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,2,20,32,456159345906806784,7,8142,Alec,Pierce,IND,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,2,21,33,746553377818841088,1,8140,Justyn,Ross,KC,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,2,22,34,456167283761344512,8,8129,Dameon,Pierce,HOU,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,2,23,35,746553377818841088,1,8139,Zamir,White,LV,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,2,24,36,333005257409847296,3,8132,Tyler,Allgeier,ATL,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,3,25,49,836025225756934144,5,8154,Brian,Robinson,WAS,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,3,26,50,64174089933570048,12,8211,Tyrion,Davis-Price,SF,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,3,27,51,802480422482206720,9,8130,Trey,McBride,ARI,TE,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,3,28,52,338858684358623232,10,8219,Jelani,Woods,IND,TE,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,3,29,53,443323427143544832,6,8172,Greg,Dulcich,DEN,TE,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,3,30,54,389656085486649344,2,8123,Hassan,Haskins,TEN,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,3,31,55,456182244336201728,11,8159,Desmond,Ridder,ATL,QB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,3,32,56,802480422482206720,9,8221,Keaontay,Ingram,ARI,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,3,33,57,456129190995947520,4,8164,Matt,Corral,CAR,QB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,3,34,58,333005257409847296,3,8134,Khalil,Shakir,BUF,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,3,35,59,746553377818841088,1,8223,Velus,Jones,CHI,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,3,36,60,333005257409847296,3,8145,Jeremy,Ruckert,NYJ,TE,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,4,37,73,836025225756934144,5,8121,Romeo,Doubs,GB,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,4,38,74,64174089933570048,12,8188,Tyquan,Thornton,NE,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,4,39,75,802480422482206720,9,8150,Kyren,Williams,LAR,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,4,40,76,338858684358623232,10,8116,Pierre,Strong,NE,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,4,41,77,443323427143544832,6,8176,Danny,Gray,SF,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,4,42,78,389656085486649344,2,8125,Calvin,Austin,PIT,WR,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,4,43,79,456182244336201728,11,8258,Cade,York,CLE,K,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,4,44,80,443323427143544832,6,8111,Cade,Otton,TB,TE,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,4,45,81,456129190995947520,4,8225,Daniel,Bellinger,NYG,TE,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,4,46,82,836025225756934144,5,8205,Isaih,Pacheco,KC,RB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,4,47,83,746553377818841088,1,8162,Sam,Howell,WAS,QB,Active,0
787469620847190016,NCAA BIG EAST & CO.,787469620847190017,4,48,84,333005257409847296,3,8208,Tyler,Badie,BAL,RB,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,1,1,1,347683464398749696,9,8155,Breece,Hall,NYJ,RB,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,1,2,2,331558449374593024,6,8151,Kenneth,Walker,SEA,RB,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,1,3,3,571753677428977664,1,8112,Drake,London,ATL,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,1,4,4,331558449374593024,6,8135,Treylon,Burks,TEN,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,1,5,5,327689364916146176,12,8146,Garrett,Wilson,NYJ,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,1,6,6,635700695584043008,7,8138,James,Cook,BUF,RB,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,1,7,7,327689364916146176,12,8148,Jameson,Williams,DET,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,1,8,8,594242128851296256,10,8167,Christian,Watson,GB,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,1,9,9,327689364916146176,12,8144,Chris,Olave,NO,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,1,10,10,472879969664495616,4,8168,Skyy,Moore,KC,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,1,11,11,69768813763510272,8,8119,Jahan,Dotson,WAS,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,1,12,12,638193564806897664,11,8137,George,Pickens,PIT,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,2,13,25,474662041341128704,5,8153,Isaiah,Spiller,LAC,RB,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,2,14,26,594242128851296256,10,8142,Alec,Pierce,IND,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,2,15,27,571753677428977664,1,8126,Wan'Dale,Robinson,NYG,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,2,16,28,474662041341128704,5,8129,Dameon,Pierce,HOU,RB,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,2,17,29,472879969664495616,4,8118,David,Bell,CLE,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,2,18,30,474662041341128704,5,8139,Zamir,White,LV,RB,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,2,19,31,594242128851296256,10,8136,Rachaad,White,TB,RB,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,2,20,32,69768813763510272,8,8160,Kenny,Pickett,PIT,QB,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,2,21,33,474662041341128704,5,8132,Tyler,Allgeier,ATL,RB,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,2,22,34,327689364916146176,12,8147,John,Metchie,HOU,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,2,23,35,468944645166985216,3,8188,Tyquan,Thornton,NE,WR,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,2,24,36,638193564806897664,11,8164,Matt,Corral,CAR,QB,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,3,25,49,347683464398749696,9,8123,Hassan,Haskins,TEN,RB,Active,0
787469585417945088,NCAA OHIO VALLEY,787469585417945089,3,26,50,571753677428977664,1,8130,Trey,McBride,ARI,TE,Active,0
