sack,qb_hit,fgm_40_49,bonus_rec_te,fgm_yds,bonus_rec_yd_100,bonus_rush_yd_100,pass_int,fgmiss_50p,pts_allow_0,bonus_pass_yd_400,pass_2pt,rec_0_4,yds_allow_450_499,blk_kick_ret_yd,st_td,def_pr_yd,rec_30_39,sack_yd,pr_td,fgm_yds_over_30,rec_td,yds_allow_400_449,tkl_ast,rec_20_29,fgm_30_39,kr_td,xpmiss,rush_td,def_kr_yd,def_pr_td,pts_allow,fg_ret_yd,yds_allow_550p,pass_td_40p,def_st_tkl_solo,yds_allow_350_399,fgm,bonus_rush_rec_yd_100,rec_2pt,bonus_pass_cmp_25,rush_fd,pass_int_td,int_ret_yd,pass_att,st_fum_rec,fgmiss,ff,fgmiss_30_39,rec,yds_allow_200_299,pts_allow_14_20,def_2pt,fgm_0_19,def_kr_td,int,def_st_fum_rec,fum_lost,pts_allow_1_6,rec_fd,kr_yd,fgmiss_20_29,rush_att,st_tkl_solo,yds_allow,rec_5_9,fgm_20_29,yds_allow_500_549,pts_allow_21_27,bonus_rec_wr,bonus_pass_yd_300,xpm,pass_sack,rec_40p,fgmiss_0_19,pass_cmp,tkl_loss,rush_2pt,def_pass_def,yds_allow_300_349,fum_rec,rec_10_19,bonus_rec_yd_200,def_st_td,tkl,pass_cmp_40p,fgm_50p,def_td,pass_fd,rec_td_40p,bonus_rush_yd_200,safe,pass_yd,fgmiss_40_49,blk_kick,pass_td,tkl_solo,bonus_rush_att_20,yds_allow_100_199,rush_yd,yds_allow_0_100,bonus_rec_rb,rush_40p,pr_yd,fum,pts_allow_28_34,pts_allow_35p,bonus_rush_rec_yd_200,fum_rec_td,rec_yd,rush_td_40p,fum_ret_yd,def_st_ff,pass_inc,pts_allow_7_13,st_ff
1.0,0.0,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,5.0,0.0,2.0,0.0,-5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,-3.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,2.0,0.03999999910593033,0.0,2.0,4.0,0.0,0.0,3.0,0.10000000149011612,5.0,0.0,0.0,0.0,-1.0,-1.0,-4.0,0.0,6.0,0.10000000149011612,0.0,0.0,1.0,0.0,3.0,1.0
