player_id,first_name,last_name,position,status,team
2549,Trevor,Siemian,QB,Active,TEN
4995,Ian,Thomas,TE,Active,LV
9225,Tank,Bigsby,RB,Active,PHI
DET,Detroit,Lions,DEF,,DET
4018,Joe,Mixon,RB,Active,HOU
11603,AJ,Barner,TE,Active,SEA
BUF,Buffalo,Bills,DEF,,BUF
9757,Kendre,Miller,RB,Inactive,NO
7670,Joshua,Palmer,WR,Active,BUF
7611,Rhamondre,Stevenson,RB,Active,NE
12547,Kyle,Williams,WR,Active,NE
3333,Temarrick,Hemingway,TE,Active,WAS
8150,Kyren,Williams,RB,Active,LAR
PHI,Philadelphia,Eagles,DEF,,PHI
8121,Romeo,Doubs,WR,Active,GB
8123,Hassan,Haskins,RB,Active,LAC
3161,Carson,Wentz,QB,Inactive,MIN
12705,Graham,Mertz,QB,Active,HOU
7600,Pat,Freiermuth,TE,Active,PIT
8527,Dareke,Young,WR,Active,SEA
11199,Emari,Demercado,RB,Active,ARI
12860,Theo,Wease,WR,Active,MIA
12688,Cam,Miller,QB,Active,LV
4922,Garrett,Scantling,WR,Active,ATL
12486,Dillon,Gabriel,QB,Active,CLE
10212,Josh,Whyle,TE,Active,GB
11381,Travis,Vokolek,TE,Inactive,ARI
8161,Malik,Willis,QB,Active,GB
11729,Sione,Vaki,RB,Active,DET
8228,Jaylen,Warren,RB,Active,PIT
11562,Spencer,Rattler,QB,Active,NO
8230,Ty,Chandler,RB,Inactive,MIN
6011,Gardner,Minshew,QB,Active,KC
5089,Mike,White,QB,Active,CAR
SF,San Francisco,49ers,DEF,,SF
6136,Jarrett,Stidham,QB,Active,DEN
12494,Kyle,McCord,QB,Active,PHI
11626,Xavier,Legette,WR,Active,CAR
11582,Carson,Steele,RB,Active,KC
11637,Keon,Coleman,WR,Active,BUF
9489,Justin,Shorter,WR,Active,LV
11573,Frank,Gore,RB,Active,BUF
12817,Jake,Briningstool,TE,Inactive,KC
5857,Noah,Fant,TE,Active,CIN
13066,Ben,Sauls,K,Active,ATL
12725,Luke,Lachey,TE,Active,HOU
12500,Quinn,Ewers,QB,Active,MIA
5154,Trent,Sherfield,WR,Active,DEN
9224,Chase,Brown,RB,Active,CIN
12520,Xavier,Restrepo,WR,Active,TEN
8204,Bo,Melton,WR,Active,GB
12521,Elijah,Arroyo,TE,Active,SEA
4914,Glen,Coffee,RB,Active,SF
12479,Ja'Quinden,Jackson,RB,Active,JAX
5012,Mark,Andrews,TE,Active,BAL
12484,Jayden,Higgins,WR,Active,HOU
7595,Tylan,Wallace,WR,Active,BAL
6074,Donald,Parham,TE,Inactive,PIT
11815,Cornelius,Johnson,WR,Active,BAL
5282,Duplicate,Player,WR,Inactive,CHI
11942,Colson,Yankoff,TE,Active,WAS
3202,Austin,Hooper,TE,Active,NE
6794,Justin,Jefferson,WR,Active,MIN
11377,Tyrell,Shavers,WR,Active,BUF
11600,Ja'Tavion,Sanders,TE,Active,CAR
12713,Andy,Borregales,K,Active,NE
5980,Myles,Gaskin,RB,Active,SEA
9230,Tanner,McKee,QB,Active,PHI
5008,Durham,Smythe,TE,Active,CHI
9754,Quentin,Johnston,WR,Active,LAC
NYG,New York,Giants,DEF,,NYG
6453,D.J.,Montgomery,WR,Inactive,IND
12503,Isaiah,Bond,WR,Active,CLE
TEN,Tennessee,Titans,DEF,,TEN
7618,Micah,Simon,WR,Active,CAR
11625,Adonai,Mitchell,WR,Active,IND
12389,Hayden,Rucci,TE,Active,MIA
6938,Cam,Akers,RB,Active,MIN
4198,Jamal,Agnew,WR,Active,ATL
11821,Tahj,Washington,WR,Active,MIA
7537,Jaret,Patterson,RB,Active,LAC
12471,DJ,Giddens,RB,Active,IND
12467,Jordan,James,RB,Active,SF
8144,Chris,Olave,WR,Active,NO
6529,Chris,Myarick,TE,Active,MIA
4984,Josh,Allen,QB,Active,BUF
12938,Jackson,Meeks,WR,Active,DET
4937,Al,Riles,WR,Active,IND
12907,Quentin,Skinner,WR,Active,NYJ
650,Nick,Folk,K,Active,NYJ
9500,Josh,Downs,WR,Active,IND
11762,Anthony,Gould,WR,Active,IND
7602,Kylen,Granson,TE,Active,PHI
12516,Kalel,Mullings,RB,Inactive,TEN
12357,David,Martin-Robinson,TE,Active,TEN
3668,Joshua,Perkins,TE,Active,NYJ
5010,Will,Dissly,TE,Active,LAC
6039,Ty,Johnson,RB,Active,BUF
6803,Brandon,Aiyuk,WR,Active,SF
12544,LeQuint,Allen,RB,Active,JAX
9997,Zay,Flowers,WR,Active,BAL
8172,Greg,Dulcich,TE,Active,MIA
12506,Harold,Fannin,TE,Active,CLE
11421,Ryan,Miller,WR,Active,TB
7050,Josiah,Deguara,TE,Active,ARI
4144,Jonnu,Smith,TE,Active,PIT
8126,Wan'Dale,Robinson,WR,Active,NYG
11773,Keilan,Robinson,RB,Active,NYJ
8249,Lucas,Krull,TE,Inactive,DEN
11168,Xavier,Smith,WR,Active,LAR
6853,Van,Jefferson,WR,Active,TEN
8489,Drew,Ogletree,TE,Active,IND
8801,Dennis,Houston,WR,Active,TB
12954,Kye,Robichaux,RB,Inactive,DET
11943,Michael,Wiley,RB,Active,TB
4451,Isaac,Whitney,WR,Inactive,ARI
11851,Carter,Bradley,QB,Active,JAX
8670,Parker,Romo,K,Active,ATL
6528,Joey,Slye,K,Active,TEN
13122,Carter,Runyon,TE,Active,LV
8168,Skyy,Moore,WR,Active,SF
5045,Courtland,Sutton,WR,Active,DEN
9497,Jalin,Hyatt,WR,Active,NYG
1379,Kyle,Juszczyk,FB,Active,SF
CHI,Chicago,Bears,DEF,,CHI
9492,Trey,Palmer,WR,Inactive,NO
12772,Courtney,Jackson,WR,Active,SEA
8122,Zonovan,Knight,RB,Active,ARI
7594,Chuba,Hubbard,RB,Active,CAR
11508,Princeton,Fant,TE,Active,DAL
11834,Devaughn,Vele,WR,Active,NO
11789,Joshua,Karty,K,Active,LAR
13208,Kyrese,Rowan,WR,Active,DEN
6850,Harrison,Bryant,TE,Active,HOU
5096,Ray-Ray,McCloud,WR,Active,NYG
4098,Kareem,Hunt,RB,Active,KC
8127,Charlie,Kolar,TE,Active,BAL
12883,Joshua,Simon,TE,Active,ATL
3200,Sterling,Shepard,WR,Active,TB
6175,Kerrith,Whyte,RB,Active,GB
4718,Dare,Ogunbowale,RB,Active,HOU
7559,Ihmir,Smith-Marsette,WR,Active,NYG
11748,Bub,Means,WR,Inactive,NO
5744,Eldridge,Massington,WR,Active,NO
12412,Terrell,Jennings,RB,Active,NE
8200,Kevin,Austin,WR,Active,NO
7528,Najee,Harris,RB,Inactive,LAC
CIN,Cincinnati,Bengals,DEF,,CIN
8745,Lance,McCutcheon,WR,Active,TEN
12711,Tyler,Loop,K,Active,BAL
9482,Michael,Mayer,TE,Active,LV
138,Ben,Roethlisberger,QB,Active,PIT
2020,Cairo,Santos,K,Active,CHI
7042,Tyler,Bass,K,Inactive,BUF
8800,Malik,Davis,RB,Active,DAL
11558,Sam,Hartman,QB,Active,WAS
10863,A.T.,Perry,WR,Active,DEN
10235,Roschon,Johnson,RB,Active,CHI
12743,Junior,Bergen,WR,Active,SF
3451,Ka'imi,Fairbairn,K,Active,HOU
3155,Laquon,Treadwell,WR,Active,IND
8162,Sam,Howell,QB,Active,PHI
11560,Caleb,Williams,QB,Active,CHI
6012,Travis,Homer,RB,Active,CHI
9490,Tyler,Scott,WR,Active,LAR
4349,Taquan,Mizzell,RB,Inactive,NYG
8041,Shane,Zylstra,TE,Inactive,DET
4035,Alvin,Kamara,RB,Active,NO
8756,Brandon,Johnson,WR,Active,TB
11569,Jarquez,Hunter,RB,Active,LAR
12114,Joshua,Cephus,WR,Inactive,JAX
11320,Nikko,Remigio,WR,Active,KC
11716,Tip,Reiman,TE,Inactive,ARI
503,Graham,Gano,K,Active,NYG
5113,Cedrick,Wilson,WR,Active,MIA
11783,Ryan,Flournoy,WR,Active,DAL
4683,Aaron,Bailey,QB,Active,BAL
10871,Luke,Schoonmaker,TE,Active,DAL
11435,Emanuel,Wilson,RB,Active,GB
12746,JP,Richardson,WR,Active,CHI
2747,Jason,Myers,K,Active,SEA
3257,Jacoby,Brissett,QB,Active,ARI
5230,Michael,Badgley,K,Active,IND
9758,C.J.,Stroud,QB,Active,HOU
10231,Elijah,Higgins,TE,Active,ARI
4972,Mason,Rudolph,QB,Active,PIT
11113,Joel,Wilson,TE,Active,TEN
5970,Greg,Dortch,WR,Active,ARI
12892,Da'Quan,Felton,WR,Inactive,NYG
13075,Myles,Price,WR,Active,MIN
6202,Jakob,Johnson,FB,Inactive,HOU
DEN,Denver,Broncos,DEF,,DEN
11433,Nate,Adkins,TE,Active,DEN
9502,Tank,Dell,WR,Active,HOU
2307,Marcus,Mariota,QB,Active,WAS
11539,Jake,Bates,K,Active,DET
11056,Jared,Wayne,WR,Active,HOU
1466,Travis,Kelce,TE,Active,KC
11378,Jordan,Mims,RB,Active,TEN
6149,Darius,Slayton,WR,Active,NYG
4017,Deshaun,Watson,QB,Active,CLE
4464,Nick,Mullens,QB,Active,JAX
13011,Brennan,Presley,WR,Active,LAR
8139,Zamir,White,RB,Active,LV
11588,Jawhar,Jordan,RB,Active,HOU
5095,Daniel,Carlson,K,Active,LV
12510,Jalen,Milroe,QB,Active,SEA
2505,Darren,Waller,TE,Inactive,MIA
11963,Chris,Collier,RB,Active,LV
1426,DeAndre,Hopkins,WR,Active,BAL
12045,Jack,Westover,TE,Active,NE
6451,Stephen,Carlson,TE,Active,CHI
8210,Chig,Okonkwo,TE,Active,TEN
6151,Miles,Sanders,RB,Inactive,DAL
12670,KeAndre,Lambert-Smith,WR,Active,LAC
13034,Tyrone,Broden,WR,Active,SEA
11256,Tyson,Bagent,QB,Active,CHI
5086,Marquez,Valdes-Scantling,WR,Active,PIT
11568,Blake,Watson,RB,Active,TEN
12851,Rivaldo,Fairweather,TE,Active,DAL
11911,Jeshaun,Jones,WR,Active,MIN
1433,Brandon,McManus,K,Active,GB
4490,Wyatt,Houston,TE,Active,CAR
9499,Bryce,Ford-Wheaton,WR,Inactive,NYG
7865,Brandon,Smith,WR,Active,NYJ
5850,Josh,Jacobs,RB,Active,GB
9753,Zach,Charbonnet,RB,Active,SEA
11065,Adrian,Martinez,QB,Active,SF
5880,Parris,Campbell,WR,Active,DAL
4314,Johnny,Mundt,TE,Active,JAX
7527,Mac,Jones,QB,Active,SF
9505,Deuce,Vaughn,RB,Active,DEN
7082,Dalton,Keene,TE,Active,HOU
11604,Brock,Bowers,TE,Active,LV
12826,Ulysses,Bentley,RB,Active,IND
11566,Jayden,Daniels,QB,Active,WAS
6588,Tom,Kennedy,WR,Active,DET
12185,Spencer,Shrader,K,Inactive,IND
10860,Malik,Cunningham,WR,Active,DET
5001,Dalton,Schultz,TE,Active,HOU
11643,Jaylen,Wright,RB,Active,MIA
12658,Jackson,Hawes,TE,Active,BUF
5806,John,Wolford,QB,Active,MIN
12788,Will,Sheppard,WR,Active,GB
11506,Jalen,Cropper,WR,Active,DAL
5374,Justin,Watson,WR,Inactive,HOU
11619,Ja'Lynn,Polk,WR,Inactive,NO
9756,Jordan,Addison,WR,Active,MIN
4033,David,Njoku,TE,Active,CLE
5849,Kyler,Murray,QB,Active,ARI
5409,Tanner,Hudson,TE,Active,CIN
12889,Beaux,Collins,WR,Active,NYG
7233,Andre,Baccellia,WR,Active,ARI
6960,Tyler,Johnson,WR,Active,NYJ
11068,Mitch,Tinsley,WR,Active,CIN
6819,Michael,Pittman,WR,Active,IND
11575,Ray,Davis,RB,Active,BUF
11245,Patrick,Murtagh,TE,Active,DEN
7002,Juwan,Johnson,TE,Active,NO
12485,Tez,Johnson,WR,Active,TB
8885,Tucker,Fisk,TE,Active,LAC
11640,Jermaine,Burton,WR,Active,CIN
12738,Phil,Mafah,RB,Inactive,DAL
5846,DK,Metcalf,WR,Active,PIT
8155,Breece,Hall,RB,Active,NYJ
12935,Jakobie,Keeney-James,WR,Active,GB
KC,Kansas City,Chiefs,DEF,,KC
6992,Michael,Warren,RB,Inactive,DET
7716,John,Bates,TE,Active,WAS
7868,Mason,Stokke,FB,Active,CAR
5638,Shaq,Roland,WR,Active,CHI
6427,Ashton,Dulin,WR,Active,IND
6806,J.K.,Dobbins,RB,Active,DEN
6813,Jonathan,Taylor,RB,Active,IND
11564,Drake,Maye,QB,Active,NE
6828,A.J.,Dillon,RB,Active,PHI
11415,Tanner,Taula,TE,Active,TB
11820,Devin,Culp,TE,Active,TB
7588,Javonte,Williams,RB,Active,DAL
5000,Chase,Edmonds,RB,Active,WAS
MIN,Minnesota,Vikings,DEF,,MIN
11599,Cade,Stover,TE,Inactive,HOU
8188,Tyquan,Thornton,WR,Active,KC
4936,Skyler,Howard,QB,Active,SEA
2334,Phillip,Dorsett,WR,Active,LV
6865,Colby,Parkinson,TE,Active,LAR
12515,Donovan,Edwards,RB,Active,WAS
6233,Matt,Sokol,TE,Active,PIT
10216,Kenny,McIntosh,RB,Inactive,SEA
7922,Riley,Patterson,K,Active,MIA
12505,Jalen,Royals,WR,Active,KC
12501,Matthew,Golden,WR,Active,GB
3309,Wendell,Smallwood,RB,Active,WAS
4234,Noah,Brown,WR,Inactive,WAS
