Year,LeagueID,LeagueName,Week,RosterID,OwnerID,OwnerName,OpponentRosterID,OpponentName,PointsFor,PointsAgainst,Outcome,IsRegularSeason,StarterPoints,BenchPoints
2026,1331774915392577536,NCAA ACC,2,5,468618720470626304,Yarby,11,Campbell8,163.92,132.48,Win,True,163.92000000000002,-2.842170943040401e-14
2026,1331774915392577536,NCAA ACC,2,11,458070829909929984,Campbell8,5,Yarby,132.48,163.92,Loss,True,132.48000000000002,-2.842170943040401e-14
2026,1331774915392577536,NCAA ACC,2,6,463453800313647104,WhiskyScientist,8,eperedetto,128.42,106.82,Win,True,128.42000000000002,-2.842170943040401e-14
2026,1331774915392577536,NCAA ACC,2,8,456168604006608896,eperedetto,6,WhiskyScientist,106.82,128.42,Loss,True,106.82,0.0
2026,1331774915392577536,NCAA ACC,2,10,1357479935924510720,EerieHush,12,dilbennett,96.26,193.38,Loss,True,96.25999999999999,1.4210854715202004e-14
2026,1331774915392577536,NCAA ACC,2,12,302575527556825088,dilbennett,10,EerieHush,193.38,96.26,Win,True,193.38,0.0
2026,1331774880181399552,NCAA BIG 12,2,1,0,Vacant,8,alicho,122.12,145.78,Loss,True,122.12,0.0
2026,1331774880181399552,NCAA BIG 12,2,8,543929284962770944,alicho,1,Vacant,145.78,122.12,Win,True,145.78000000000003,-2.842170943040401e-14
2026,1331774880181399552,NCAA BIG 12,2,2,667752373111824384,trev7293,10,FalconsRULE7,148.92,78.28,Win,True,148.92000000000002,-2.842170943040401e-14
2026,1331774880181399552,NCAA BIG 12,2,10,989926421084557312,FalconsRULE7,2,trev7293,78.28,148.92,Loss,True,78.28,0.0
2026,1331774880181399552,NCAA BIG 12,2,3,533541056352481280,DavidJimm,12,Gangly22,102.54,81.08,Win,True,102.54,0.0
2026,1331774880181399552,NCAA BIG 12,2,12,820771678849171456,Gangly22,3,DavidJimm,81.08,102.54,Loss,True,81.07999999999998,1.4210854715202004e-14
2026,1331774880181399552,NCAA BIG 12,2,4,425362114291437568,deadheadshane,5,robertlouis7,124.1,197.06,Loss,True,124.1,0.0
2026,1331774880181399552,NCAA BIG 12,2,5,464117743042424832,robertlouis7,4,deadheadshane,197.06,124.1,Win,True,197.06,0.0
2026,1331774880181399552,NCAA BIG 12,2,6,335910160469880832,elianbruger,11,CousinMose15,105.98,102.92,Win,True,105.98,0.0
2026,1331774880181399552,NCAA BIG 12,2,11,619190004979138560,CousinMose15,6,elianbruger,102.92,105.98,Loss,True,102.92,0.0
2026,1331774880181399552,NCAA BIG 12,2,7,425386065373691904,Frankeen,9,rchau56,158.06,75.32,Win,True,158.06,0.0
2026,1331774880181399552,NCAA BIG 12,2,9,453711063846744064,rchau56,7,Frankeen,75.32,158.06,Loss,True,75.32,0.0
2026,1331774846710849536,NCAA SUN BELT,2,1,751973682779508736,bruceble,2,Tommybuckets000,121.02,139.6,Loss,True,121.02000000000001,-1.4210854715202004e-14
2026,1331774846710849536,NCAA SUN BELT,2,2,873461886535036928,Tommybuckets000,1,bruceble,139.6,121.02,Win,True,139.60000000000002,-2.842170943040401e-14
2026,1331774846710849536,NCAA SUN BELT,2,3,739765296801390592,claym89,11,Resolhjk,108.84,183.72,Loss,True,108.83999999999999,1.4210854715202004e-14
2026,1331774846710849536,NCAA SUN BELT,2,11,1235453121577111552,Resolhjk,3,claym89,183.72,108.84,Win,True,183.72,0.0
2026,1331774846710849536,NCAA SUN BELT,2,4,447283305738399744,lucchityler,12,utsa,90.88,115.72,Loss,True,90.88000000000001,-1.4210854715202004e-14
2026,1331774846710849536,NCAA SUN BELT,2,12,465297932204109824,utsa,4,lucchityler,115.72,90.88,Win,True,115.72,0.0
2026,1331774846710849536,NCAA SUN BELT,2,5,546466738316963840,PackMan1212,7,alphabeasttt,73.6,147.08,Loss,True,73.6,0.0
2026,1331774846710849536,NCAA SUN BELT,2,7,547214728132608000,alphabeasttt,5,PackMan1212,147.08,73.6,Win,True,147.08,0.0
2026,1331774846710849536,NCAA SUN BELT,2,6,465019661495300096,Raidersforte,8,yoboihawks,141.18,131.36,Win,True,141.18,0.0
2026,1331774846710849536,NCAA SUN BELT,2,8,441362521463451648,yoboihawks,6,Raidersforte,131.36,141.18,Loss,True,131.36,0.0
2026,1331774846710849536,NCAA SUN BELT,2,9,380128482900062208,denvermanning,10,Fr3shBC11,119.22,77.98,Win,True,119.21999999999998,1.4210854715202004e-14
2026,1331774846710849536,NCAA SUN BELT,2,10,441330448283463680,Fr3shBC11,9,denvermanning,77.98,119.22,Loss,True,77.98,0.0
2026,1331774804222545920,NCAA PIONEER,2,1,993737529142693888,doseofthestars,12,YikesOnBikes,116.28,128.96,Loss,True,116.28,0.0
