created,creators,draft_id,draft_order,last_message_id,last_message_time,last_picked,league_id,metadata,season,season_type,settings,sport,start_time,status,type,LeagueID,LeagueName
1673982309656,['460518714907815936'],921152207104335873,"{'380128482900062208': 2, '429733810611949568': 1, '441330448283463680': 9, '441362521463451648': 12, '447283305738399744': 5, '458650904741015552': 8, '461681329860243456': 7, '465019661495300096': 4, '465297932204109824': 6, '481957045667360768': 11, '546466738316963840': 3, '547214728132608000': 10}",963932271864426496,1684181871909,1684181870871,921152207104335872,"{'description': '', 'name': 'NCAA SUN BELT', 'scoring_type': 'dynasty_ppr'}",2023,regular,"{'alpha_sort': 0, 'autopause_enabled': 0, 'autopause_end_time': 900, 'autopause_start_time': 180, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1683648069949,complete,linear,921152207104335872,NCAA SUN BELT
1673982300637,['460518714907815936'],921152169275957249,"{'333005257409847296': 3, '338858684358623232': 7, '389656085486649344': 4, '443323427143544832': 11, '456129190995947520': 5, '456159345906806784': 10, '456167283761344512': 12, '456182244336201728': 8, '596439270961508352': 9, '64174089933570048': 6, '802480422482206720': 2, '836025225756934144': 1}",967904625799970816,1685128954891,1685128954355,921152169275957248,"{'description': '', 'name': 'NCAA BIG EAST & CO.', 'scoring_type': 'dynasty_ppr'}",2023,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 840, 'autopause_start_time': 120, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 28800, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1684537215824,complete,linear,921152169275957248,NCAA BIG EAST & CO.
1673982288431,['460518714907815936'],921152118084460545,"{'441458152391569408': 7, '445468333035220992': 3, '446524535810813952': 10, '457957045534978048': 5, '461680102409760768': 4, '508516852143693824': 6, '508521974461227008': 11, '510483000784015360': 1, '510556455562792960': 9, '560284880620699648': 8, '562032371824951296': 12, '634614368377589760': 2}",966355964842459136,1684759725345,1684759724741,921152118084460544,"{'description': '', 'name': 'NCAA SEC', 'scoring_type': 'dynasty_ppr'}",2023,regular,"{'alpha_sort': 0, 'autopause_enabled': 0, 'autopause_end_time': 900, 'autopause_start_time': 180, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1683993658846,complete,linear,921152118084460544,NCAA SEC
1673982277695,['460518714907815936'],921152073054457857,"{'335910160469880832': 12, '425362114291437568': 5, '425386065373691904': 4, '446530486903238656': 10, '453711063846744064': 6, '464117743042424832': 8, '533541056352481280': 3, '543929284962770944': 9, '619190004979138560': 7, '667752373111824384': 11, '820771678849171456': 1}",962730441541152768,1683895333231,1683895332617,921152073054457856,"{'description': '', 'name': 'NCAA BIG 12', 'scoring_type': 'dynasty_ppr'}",2023,regular,"{'alpha_sort': 0, 'autopause_enabled': 0, 'autopause_end_time': 900, 'autopause_start_time': 180, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1683644419588,complete,linear,921152073054457856,NCAA BIG 12
1673982270132,['460518714907815936'],921152041332871169,"{'302575527556825088': 12, '453658285061435392': 5, '455836851501002752': 9, '456168604006608896': 6, '458070829909929984': 7, '463453800313647104': 10, '468618720470626304': 8, '568115266901286912': 11, '571754879825395712': 2, '668318967567323136': 3, '713189676609003520': 1}",959954517502455808,1683233501366,1683233500771,921152041332871168,"{'description': '', 'name': 'NCAA ACC', 'scoring_type': 'dynasty_ppr'}",2023,regular,"{'alpha_sort': 0, 'autopause_enabled': 0, 'autopause_end_time': 900, 'autopause_start_time': 180, 'autostart': 0, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1682876085464,complete,linear,921152041332871168,NCAA ACC
1673982254763,['460518714907815936'],921151976868155393,"{'338823136923381760': 6, '437465313911500800': 1, '450806182555152384': 8, '470320542868566016': 5, '477666723663704064': 3, '519390092788297728': 4, '534619662650601472': 12, '597246797479469056': 11, '611968410179424256': 2, '619963570297352192': 7, '709857172258881536': 10, '76460245878456320': 9}",966569980709818368,1684810750704,1684810749146,921151976868155392,"{'description': '', 'name': 'NCAA PAC 12', 'scoring_type': 'dynasty_ppr'}",2023,regular,"{'alpha_sort': 0, 'autopause_enabled': 0, 'autopause_end_time': 960, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 0, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1683950441954,complete,linear,921151976868155392,NCAA PAC 12
1673542035168,['460518714907815936'],919305562058285057,"{'340600026956906496': 12, '388919621245210624': 11, '438178170542223360': 1, '443870183853912064': 9, '456550391375458304': 4, '459225788735025152': 3, '460511267564548096': 5, '460518714907815936': 10, '519694666546008064': 7, '559208653427675136': 6, '734978696263380992': 2}",960223694742081536,1683297678221,1683297677669,919305562058285056,"{'description': '', 'name': 'NCAA BIG 10', 'scoring_type': 'dynasty_ppr'}",2023,regular,"{'alpha_sort': 0, 'autopause_enabled': 0, 'autopause_end_time': 960, 'autopause_start_time': 240, 'autostart': 0, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1682808515332,complete,linear,919305562058285056,NCAA BIG 10
1705031458690,['460518714907815936'],1051381777098473473,"{'338823136923381760': 8, '450806182555152384': 9, '454372407956729856': 5, '460348260653985792': 6, '470320542868566016': 4, '477666723663704064': 3, '519390092788297728': 1, '534619662650601472': 12, '597246797479469056': 11, '709857172258881536': 2, '76460245878456320': 10, '917575404431831040': 7}",1126626834113638400,1722971278268,1722971272571,1051381777098473472,"{'description': '', 'name': 'NCAA PAC 12', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 0, 'autopause_end_time': 960, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1722645010336,complete,linear,1051381777098473472,NCAA PAC 12
1705031446292,['460518714907815936'],1051381725097500673,"{'1051650955357368320': 2, '302575527556825088': 12, '453658285061435392': 7, '455836851501002752': 11, '456168604006608896': 10, '458070829909929984': 4, '463453800313647104': 3, '468618720470626304': 6, '568115266901286912': 8, '571754879825395712': 1, '668318967567323136': 5, '713189676609003520': 9}",1097012554963877888,1715910683912,1715910683140,1051381725097500672,"{'description': '', 'name': 'NCAA ACC', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 780, 'autopause_start_time': 180, 'autostart': 1, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1715378444005,complete,linear,1051381725097500672,NCAA ACC
1705031437908,['460518714907815936'],1051381689932468225,"{'335910160469880832': 7, '425362114291437568': 10, '425386065373691904': 5, '446530486903238656': 4, '453711063846744064': 1, '464117743042424832': 12, '533541056352481280': 2, '543929284962770944': 6, '619190004979138560': 8, '667752373111824384': 11, '820771678849171456': 9, '989926421084557312': 3}",1096859640681201664,1715874226306,1715874225547,1051381689932468224,"{'description': '', 'name': 'NCAA BIG 12', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 720, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1715198465136,complete,linear,1051381689932468224,NCAA BIG 12
1705031428673,['460518714907815936'],1051381651198078977,"{'1113534815812308992': 1, '441458152391569408': 7, '445468333035220992': 2, '446524535810813952': 9, '457957045534978048': 6, '461680102409760768': 5, '508516852143693824': 10, '510483000784015360': 4, '510556455562792960': 12, '560284880620699648': 3, '562032371824951296': 8, '634614368377589760': 11}",1133292733260427264,1724560552471,1724560551524,1051381651198078976,"{'description': '', 'name': 'NCAA SEC', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 0, 'autopause_end_time': 900, 'autopause_start_time': 180, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1723845624418,complete,linear,1051381651198078976,NCAA SEC
1705031419028,"['456159345906806784', '460518714907815936']",1051381610739847169,"{'1087519270663258112': 6, '443323427143544832': 7, '456129190995947520': 9, '456159345906806784': 12, '456167283761344512': 10, '456182244336201728': 1, '525476420444688384': 2, '64174089933570048': 11, '694934737214582784': 3, '802480422482206720': 5, '836025225756934144': 8}",1102726518276362240,1717272998926,1717272998185,1051381610739847168,"{'description': '', 'name': 'NCAA BIG EAST & CO.', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 840, 'autopause_start_time': 120, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 28800, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1716674459187,complete,linear,1051381610739847168,NCAA BIG EAST & CO.
1705031410516,['460518714907815936'],1051381575037931521,"{'380128482900062208': 2, '429733810611949568': 8, '441330448283463680': 10, '441362521463451648': 12, '447283305738399744': 6, '465019661495300096': 5, '465297932204109824': 7, '481957045667360768': 1, '546466738316963840': 3, '547214728132608000': 11, '873461886535036928': 9}",1134204665907691520,1724777974157,1724777973319,1051381575037931520,"{'description': '', 'name': 'NCAA SUN BELT', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 720, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1724277617924,complete,linear,1051381575037931520,NCAA SUN BELT
1705031402065,['460518714907815936'],1051381539596021761,"{'315736569111650304': 1, '339931221767249920': 10, '432164755709370368': 9, '437042046633504768': 11, '439351925129867264': 2, '455753261765357568': 7, '459110344502013952': 4, '468638573403303936': 5, '533363986486435840': 8, '602687087556231168': 3, '872594465284677632': 12}",1100886046079725568,1716834196160,1716834195501,1051381539596021760,"{'description': '', 'name': 'NCAA PIONEER', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 780, 'autopause_start_time': 180, 'autostart': 1, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1715378443963,complete,linear,1051381539596021760,NCAA PIONEER
1705031394004,['460518714907815936'],1051381505785810945,"{'334014945886748672': 4, '424793511431262208': 10, '437413803001376768': 12, '439255136309604352': 7, '448641292377780224': 1, '449327253101211648': 8, '456258200757334016': 2, '465934519652839424': 3, '519439276311531520': 6, '519767126595325952': 9, '604388962898866176': 5, '78892531970359296': 11}",1095421331723526144,1715531306728,1715531306063,1051381505785810944,"{'description': '', 'name': 'NCAA BIG SKY', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 780, 'autopause_start_time': 240, 'autostart': 0, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1714781020872,complete,linear,1051381505785810944,NCAA BIG SKY
1705031384214,['460518714907815936'],1051381464723570689,"{'203496917160697856': 5, '434740393972592640': 6, '441392312380026880': 12, '448446449538035712': 3, '457579310098673664': 10, '462714981117325312': 8, '505166677990699008': 11, '545391514915762176': 2, '603083535368134656': 7, '603460801289863168': 1, '635935003657723904': 4, '642578171354484736': 9}",1102269348124565504,1717164001068,1717164000143,1051381464723570688,"{'description': '', 'name': 'NCAA WILD', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 840, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1716597021434,complete,linear,1051381464723570688,NCAA WILD
1705031370802,['460518714907815936'],1051381408469598209,"{'1017588201080369152': 11, '395321276102627328': 9, '460895027179024384': 12, '461688192555282432': 4, '463212708402032640': 5, '464595147808567296': 6, '470912510262767616': 3, '480124073456693248': 7, '570803989783429120': 1, '826571292240109568': 10, '82696315553071104': 8}",1102071787518418944,1717116898950,1717116898482,1051381408469598208,"{'description': '', 'name': 'NCAA IVY', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 840, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1716597021433,complete,linear,1051381408469598208,NCAA IVY
1705031358577,['460518714907815936'],1051381357190053889,"{'389658700735868928': 3, '460257215329071104': 2, '464625836192952320': 5, '560611777479667712': 11, '590358219562455040': 8, '599286882408394752': 10, '605439246030925824': 7, '650627977721245696': 12, '651857322645241856': 9, '692542511834558464': 1, '787224085817044992': 6, '866509840124641280': 4}",1098721587122925568,1716318148931,1716318148383,1051381357190053888,"{'description': '', 'name': 'NCAA USA', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 720, 'autopause_start_time': 180, 'autostart': 1, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1715380274135,complete,linear,1051381357190053888,NCAA USA
1705031349832,['460518714907815936'],1051381320515002369,"{'327614483000217600': 9, '467835045181124608': 12, '471080793406435328': 4, '471427194132885504': 2, '519656908428791808': 3, '519728067978186752': 6, '520088376557371392': 7, '640052303377952768': 8, '692168840821411840': 1, '694233255825719296': 11, '726970553457537024': 5}",1107514580827123712,1718414561996,1718414561358,1051381320515002368,"{'description': '', 'name': 'NCAA HISTORICALLY BLACK', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 780, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1717201819249,complete,linear,1051381320515002368,NCAA HISTORICALLY BLACK
1705031338949,['460518714907815936'],1051381274868289537,"{'300814106795974656': 6, '331558449374593024': 12, '347683464398749696': 1, '468944645166985216': 9, '472879969664495616': 8, '474662041341128704': 2, '571753677428977664': 5, '594242128851296256': 3, '601198801197260800': 10, '635700695584043008': 7, '638193564806897664': 11, '69768813763510272': 4}",1100164595731136512,1716662188993,1716662188267,1051381274868289536,"{'description': '', 'name': 'NCAA OHIO VALLEY', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 780, 'autopause_start_time': 180, 'autostart': 1, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1715985078890,complete,linear,1051381274868289536,NCAA OHIO VALLEY
1705031328970,['460518714907815936'],1051381233009295361,"{'325726913966395392': 6, '463106510101147648': 9, '467489585379667968': 8, '560626155833876480': 3, '571767410708901888': 11, '589001974318403584': 10, '596835723861082112': 12, '702897403514159104': 7, '814354227357908992': 4, '838238893672349696': 1}",1104455259566391296,1717685162968,1717685162381,1051381233009295360,"{'description': '', 'name': 'NCAA MOUNTAIN WEST', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 840, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1717196458733,complete,linear,1051381233009295360,NCAA MOUNTAIN WEST
1704994876357,['460518714907815936'],1051228339672961025,"{'340600026956906496': 8, '438178170542223360': 6, '443870183853912064': 4, '456550391375458304': 1, '459225788735025152': 3, '460511267564548096': 10, '460518714907815936': 12, '519694666546008064': 11, '559208653427675136': 7, '572115807636807680': 5}",1094049276864225280,1715204183358,1715204182506,1051228339672961024,"{'description': '', 'name': 'NCAA BIG 10', 'scoring_type': 'dynasty_ppr'}",2024,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 780, 'autopause_start_time': 240, 'autostart': 0, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1714327326380,complete,linear,1051228339672961024,NCAA BIG 10
1739912664715,['460518714907815936'],1197684159049379840,"{'300814106795974656': 10, '331558449374593024': 8, '347683464398749696': 2, '426756284365160448': 1, '468944645166985216': 4, '472879969664495616': 11, '474662041341128704': 12, '571753677428977664': 3, '594242128851296256': 5, '601198801197260800': 9, '635700695584043008': 6, '638193564806897664': 7}",1235263790405132288,1748872347025,1748872345320,1197684159036805120,"{'description': '', 'name': 'NCAA OHIO VALLEY', 'scoring_type': 'dynasty_ppr'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 780, 'autopause_start_time': 180, 'autostart': 1, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1746837020733,complete,linear,1197684159036805120,NCAA OHIO VALLEY
1739912600996,['460518714907815936'],1197683891792510976,"{'325726913966395392': 7, '463106510101147648': 4, '560626155833876480': 12, '571767410708901888': 5, '589001974318403584': 8, '596835723861082112': 10, '604155835978944512': 6, '702897403514159104': 9, '734939566091436032': 2, '814354227357908992': 11, '837430327189295104': 1}",1229150731919953920,1747414880307,1747414879297,1197683891784134656,"{'description': '', 'name': 'NCAA MOUNTAIN WEST', 'scoring_type': 'dynasty_ppr'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 840, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1746831640246,complete,linear,1197683891784134656,NCAA MOUNTAIN WEST
1739912582150,['460518714907815936'],1197683812750856192,"{'1072700435921838080': 1, '1260322259726249984': 2, '327614483000217600': 7, '467835045181124608': 10, '471080793406435328': 9, '471427194132885504': 6, '519728067978186752': 4, '520088376557371392': 8, '640052303377952768': 3, '692168840821411840': 5, '694233255825719296': 12, '726970553457537024': 11}",1269072437589319680,1756932956648,1756932955211,1197683812742483968,"{'description': '', 'name': 'NCAA HISTORICALLY BLACK', 'scoring_type': 'dynasty_ppr', 'show_team_names': '0'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 720, 'autopause_start_time': 300, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 7200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1756681743905,complete,linear,1197683812742483968,NCAA HISTORICALLY BLACK
1739912564232,['460518714907815936'],1197683737593122816,"{'389658700735868928': 12, '460257215329071104': 5, '464625836192952320': 6, '560611777479667712': 10, '590358219562455040': 11, '599286882408394752': 9, '605439246030925824': 1, '650627977721245696': 8, '692542511834558464': 3, '787224085817044992': 7, '81535409754357760': 2, '866509840124641280': 4}",1238857825879339008,1749729231857,1749729230891,1197683737584746496,"{'description': '', 'name': 'NCAA USA', 'scoring_type': 'dynasty_ppr'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 0, 'autopause_end_time': 720, 'autopause_start_time': 180, 'autostart': 1, 'cpu_autopick': 0, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1747501220708,complete,linear,1197683737584746496,NCAA USA
1739912549731,['460518714907815936'],1197683676775718912,"{'1017588201080369152': 5, '1142198466060402688': 2, '395321276102627328': 7, '460895027179024384': 8, '461688192555282432': 10, '463212708402032640': 4, '464595147808567296': 11, '470912510262767616': 1, '480124073456693248': 3, '570803989783429120': 6, '82696315553071104': 12}",1233816145409101824,1748527201563,1748527200824,1197683676763148288,"{'description': '', 'name': 'NCAA IVY', 'scoring_type': 'dynasty_ppr'}",2025,regular,"{'alpha_sort': 0, 'autopause_enabled': 1, 'autopause_end_time': 840, 'autopause_start_time': 240, 'autostart': 1, 'cpu_autopick': 1, 'enforce_position_limits': 1, 'nomination_timer': 60, 'pick_timer': 43200, 'player_type': 1, 'reversal_round': 0, 'rounds': 4, 'slots_bn': 30, 'slots_def': 1, 'slots_flex': 2, 'slots_k': 1, 'slots_qb': 1, 'slots_rb': 2, 'slots_te': 1, 'slots_wr': 3, 'teams': 12}",nfl,1747436473963,complete,linear,1197683676763148288,NCAA IVY
