Year,LeagueID,LeagueName,Week,TransactionID,Type,RosterIDs,OwnerIDs,Picks,Adds,Drops,Status,Created
2021,652821876346810368,NCAA BIG 10,10,765093171985317888,free_agent,[6],['460511267564548096'],[],,{'2545': 6},complete,1636774936246
2021,652821876346810368,NCAA BIG 10,10,763998503818096640,free_agent,[6],['460511267564548096'],[],{'2545': 6},{'1244': 6},complete,1636513947017
2021,652821876346810368,NCAA BIG 10,10,763953790708781056,free_agent,[5],['459190461706268672'],[],{'4335': 5},,complete,1636503286581
2021,652821876346810368,NCAA BIG 10,10,763771033701498880,free_agent,[5],['459190461706268672'],[],{'4177': 5},,complete,1636459713915
2021,652821876346810368,NCAA BIG 10,10,763710384262778880,free_agent,[7],['460518714907815936'],[],{'4111': 7},{'8085': 7},complete,1636445253962
2021,652821876346810368,NCAA BIG 10,11,768657387069583360,free_agent,[5],['459190461706268672'],[],{'5536': 5},{'6963': 5},complete,1637624711342
2021,652821876346810368,NCAA BIG 10,11,767427580667285504,free_agent,[5],['459190461706268672'],[],{'6012': 5},{'5220': 5},complete,1637331502647
2021,652821876346810368,NCAA BIG 10,11,766307988733603840,free_agent,[5],['459190461706268672'],[],{'6963': 5},{'6931': 5},complete,1637064571129
2021,652821876346810368,NCAA BIG 10,11,766307870315835392,free_agent,[5],['459190461706268672'],[],{'1244': 5},{'4335': 5},complete,1637064542896
2021,652821876346810368,NCAA BIG 10,12,769440783563681792,free_agent,[5],['459190461706268672'],[],{'1387': 5},{'184': 5},complete,1637811487621
2021,652821876346810368,NCAA BIG 10,12,769024386605973504,free_agent,[11],['388919621245210624'],[],,{'5209': 11},complete,1637712210850
2021,652821876346810368,NCAA BIG 10,12,768853215121952768,free_agent,[2],['438178170542223360'],[],{'6931': 2},,complete,1637671400388
2021,652821876346810368,NCAA BIG 10,13,773633596052340736,free_agent,[5],['459190461706268672'],[],{'6822': 5},{'1244': 5},complete,1638811132017
2021,652821876346810368,NCAA BIG 10,13,773245265929965568,free_agent,[10],['459225788735025152'],[],{'5209': 10},,complete,1638718546901
2021,652821876346810368,NCAA BIG 10,13,773078522334973952,free_agent,[6],['460511267564548096'],[],,{'5007': 6},complete,1638678792130
2021,652821876346810368,NCAA BIG 10,13,773050804474134528,free_agent,[11],['388919621245210624'],[],{'3309': 11},,complete,1638672183677
2021,652821876346810368,NCAA BIG 10,13,772881515381112832,free_agent,[5],['459190461706268672'],[],{'184': 5},{'7098': 5},complete,1638631822012
2021,652821876346810368,NCAA BIG 10,13,771853341453086720,free_agent,[6],['460511267564548096'],[],{'3258': 6},{'6108': 6},complete,1638386686245
2021,652821876346810368,NCAA BIG 10,13,771553595681288192,free_agent,[10],['459225788735025152'],[],{'6427': 10},,complete,1638315221284
2021,652821876346810368,NCAA BIG 10,13,771553559211823104,free_agent,[10],['459225788735025152'],[],{'7049': 10},,complete,1638315212589
2021,652821876346810368,NCAA BIG 10,13,771553324880216064,free_agent,[3],['456550391375458304'],[],{'7922': 3},,complete,1638315156720
2021,652821876346810368,NCAA BIG 10,13,771553297785057280,free_agent,[3],['456550391375458304'],[],,{'7828': 3},complete,1638315150260
2021,652821876346810368,NCAA BIG 10,13,771553231645061120,free_agent,[3],['456550391375458304'],[],{'7617': 3},,complete,1638315134491
2021,652821876346810368,NCAA BIG 10,13,771553162422276096,free_agent,[3],['456550391375458304'],[],,{'232': 3},complete,1638315117987
2021,652821876346810368,NCAA BIG 10,13,771553016934461440,free_agent,[3],['456550391375458304'],[],{'6268': 3},,complete,1638315083300
2021,652821876346810368,NCAA BIG 10,13,771552997334450176,free_agent,[3],['456550391375458304'],[],{'4958': 3},,complete,1638315078627
2021,652821876346810368,NCAA BIG 10,14,775669381970644992,free_agent,[7],['460518714907815936'],[],{'7597': 7},,complete,1639296501203
2021,652821876346810368,NCAA BIG 10,14,775669228186574848,free_agent,[7],['460518714907815936'],[],{'1559': 7},,complete,1639296464538
2021,652821876346810368,NCAA BIG 10,14,775418875192950784,free_agent,[5],['459190461706268672'],[],{'7891': 5},{'184': 5},complete,1639236775733
2021,652821876346810368,NCAA BIG 10,14,775136153648082944,free_agent,[7],['460518714907815936'],[],{'6822': 7},{'7534': 7},complete,1639169369664
2021,652821876346810368,NCAA BIG 10,14,775006892979499008,free_agent,[5],['459190461706268672'],[],{'5985': 5},{'6822': 5},complete,1639138551519
2021,652821876346810368,NCAA BIG 10,14,774829077269114880,free_agent,[12],['443870183853912064'],[],{'5068': 12},{'7529': 12},complete,1639096156950
2021,652821876346810368,NCAA BIG 10,14,774588559138119680,free_agent,[7],['460518714907815936'],[],{'1387': 7},{'5068': 7},complete,1639038812959
2021,652821876346810368,NCAA BIG 10,14,774588287317884928,free_agent,[7],['460518714907815936'],[],{'5189': 7},{'5985': 7},complete,1639038748152
2021,652821876346810368,NCAA BIG 10,14,774517878149021696,free_agent,[5],['459190461706268672'],[],{'3155': 5},{'1387': 5},complete,1639021961298
2021,652821876346810368,NCAA BIG 10,15,779113203870314496,free_agent,[12],['443870183853912064'],[],{'4177': 12},{'7558': 12},complete,1640117572327
2021,652821876346810368,NCAA BIG 10,15,779009834967252992,free_agent,[5],['459190461706268672'],[],{'7828': 5},{'4177': 5},complete,1640092927260
2021,652821876346810368,NCAA BIG 10,15,777254341613629440,free_agent,[7],['460518714907815936'],[],{'5985': 7},,complete,1639674385029
2021,652821876346810368,NCAA BIG 10,15,777251539101265920,free_agent,[5],['459190461706268672'],[],{'4177': 5},{'5985': 5},complete,1639673716858
2021,652821876346810368,NCAA BIG 10,15,776706735669919744,free_agent,[7],['460518714907815936'],[],,{'1387': 7},complete,1639543825598
2021,652821876346810368,NCAA BIG 10,15,776604440496091136,free_agent,[12],['443870183853912064'],[],{'2382': 12},,complete,1639519436528
2021,652821876346810368,NCAA BIG 10,15,776604223080128512,free_agent,[12],['443870183853912064'],[],{'6659': 12},{'5068': 12},complete,1639519384692
2021,652821876346810368,NCAA BIG 10,15,776457346955243520,free_agent,[5],['459190461706268672'],[],{'3342': 5},{'7891': 5},complete,1639484366695
2021,652821876346810368,NCAA BIG 10,16,780591035477917696,free_agent,[12],['443870183853912064'],[],,{'5974': 12},complete,1640469914839
2021,652821876346810368,NCAA BIG 10,16,779614585220120576,free_agent,[7],['460518714907815936'],[],{'7094': 7},,complete,1640237110956
2021,652821876346810368,NCAA BIG 10,17,783817245682958336,free_agent,[10],['459225788735025152'],[],{'6165': 10},{'6063': 10},complete,1641239103292
2021,652821876346810368,NCAA BIG 10,17,783572681680490496,free_agent,[7],['460518714907815936'],[],{'4050': 7},{'7531': 7},complete,1641180794690
2021,652821876346810368,NCAA BIG 10,17,783471243457667072,free_agent,[5],['459190461706268672'],[],{'7438': 5},{'3342': 5},complete,1641156609933
2021,652821876346810368,NCAA BIG 10,17,781539943485919232,free_agent,[5],['459190461706268672'],[],{'4718': 5},{'6012': 5},complete,1640696152138
2021,652821876346810368,NCAA BIG 10,18,786095564134887424,free_agent,[5],['459190461706268672'],[],{'6963': 5},{'2750': 5},complete,1641782296740
2021,652821876346810368,NCAA BIG 10,18,785825410398232576,free_agent,[11],['388919621245210624'],[],{'5323': 11},{'4219': 11},complete,1641717887070
2021,652821876346810368,NCAA BIG 10,18,785284437029085184,free_agent,[10],['459225788735025152'],[],{'1387': 10},{'7563': 10},complete,1641588908968
2021,644097339790827520,NCAA OHIO VALLEY,1,741818201327030272,free_agent,[3],['468944645166985216'],[],{'5123': 3},{'7085': 3},complete,1631225750813
2021,644097339790827520,NCAA OHIO VALLEY,1,741452354381168640,free_agent,[9],['347683464398749696'],[],{'7545': 9},,complete,1631138526104
2021,644097339790827520,NCAA OHIO VALLEY,1,741452070212816896,free_agent,[3],['468944645166985216'],[],{'6650': 3},,complete,1631138458353
2021,644097339790827520,NCAA OHIO VALLEY,1,741452030027264000,free_agent,[3],['468944645166985216'],[],{'5272': 3},,complete,1631138448772
2021,644097339790827520,NCAA OHIO VALLEY,1,741451990546268160,free_agent,[9],['347683464398749696'],[],,{'7563': 9},complete,1631138439359
2021,644097339790827520,NCAA OHIO VALLEY,1,741451648928698368,free_agent,[9],['347683464398749696'],[],{'7622': 9},{'7943': 9},complete,1631138357911
2021,644097339790827520,NCAA OHIO VALLEY,1,741451124036636672,free_agent,[9],['347683464398749696'],[],{'1346': 9},,complete,1631138232767
2021,644097339790827520,NCAA OHIO VALLEY,1,741450990351597568,free_agent,[9],['347683464398749696'],[],{'8040': 9},,complete,1631138200894
2021,644097339790827520,NCAA OHIO VALLEY,1,741450845241126912,free_agent,[9],['347683464398749696'],[],,{'650': 9},complete,1631138166298
2021,644097339790827520,NCAA OHIO VALLEY,1,741450747920683008,free_agent,[9],['347683464398749696'],[],{'2399': 9},,complete,1631138143094
2021,644097339790827520,NCAA OHIO VALLEY,1,741450701821165568,free_agent,[9],['347683464398749696'],[],{'5692': 9},,complete,1631138132103
2021,644097339790827520,NCAA OHIO VALLEY,1,741440655330545664,free_agent,[3],['468944645166985216'],[],,{'5310': 3},complete,1631135736833
2021,644097339790827520,NCAA OHIO VALLEY,1,740336685551902720,free_agent,[6],['331558449374593024'],[],{'6395': 6},{'7103': 6},complete,1630872529927
2021,644097339790827520,NCAA OHIO VALLEY,1,740335469547708416,free_agent,[6],['331558449374593024'],[],{'4421': 6},{'5137': 6},complete,1630872240009
2021,644097339790827520,NCAA OHIO VALLEY,1,740335199019257856,free_agent,[6],['331558449374593024'],[],{'8085': 6},,complete,1630872175510
2021,644097339790827520,NCAA OHIO VALLEY,1,738941138920181760,free_agent,[9],['347683464398749696'],[],{'6146': 9},{'4421': 9},complete,1630539805682
2021,644097339790827520,NCAA OHIO VALLEY,1,738940707762548736,free_agent,[9],['347683464398749696'],[],{'3582': 9},{'6059': 9},complete,1630539702886
2021,644097339790827520,NCAA OHIO VALLEY,1,738940226361278464,free_agent,[9],['347683464398749696'],[],{'3634': 9},{'7446': 9},complete,1630539588111
2021,644097339790827520,NCAA OHIO VALLEY,1,738466925595799552,free_agent,[1],['571753677428977664'],[],{'3327': 1},,complete,1630426744415
2021,644097339790827520,NCAA OHIO VALLEY,1,738466757576105984,free_agent,[10],['594242128851296256'],[],{'7002': 10},{'7101': 10},complete,1630426704356
2021,644097339790827520,NCAA OHIO VALLEY,1,737805917374001152,free_agent,[6],['331558449374593024'],[],{'5154': 6},,complete,1630269147774
2021,644097339790827520,NCAA OHIO VALLEY,1,737751276108075008,free_agent,[2],['601198801197260800'],[],{'7098': 2},,complete,1630256120281
2021,644097339790827520,NCAA OHIO VALLEY,1,737751205538893824,free_agent,[2],['601198801197260800'],[],{'5995': 2},,complete,1630256103456
2021,644097339790827520,NCAA OHIO VALLEY,1,737104989398425600,free_agent,[1],['571753677428977664'],[],,{'491': 1},complete,1630102033522
2021,644097339790827520,NCAA OHIO VALLEY,1,736747251057180672,free_agent,[3],['468944645166985216'],[],{'5938': 3},,complete,1630016742055
2021,644097339790827520,NCAA OHIO VALLEY,1,736747074586042368,free_agent,[3],['468944645166985216'],[],{'7574': 3},,complete,1630016699981
2021,644097339790827520,NCAA OHIO VALLEY,1,736451697077059584,free_agent,[12],['327689364916146176'],[],,{'2382': 12},complete,1629946276495
2021,644097339790827520,NCAA OHIO VALLEY,1,736423021769773056,trade,"[2, 12]","['601198801197260800', '327689364916146176']",[],"{'3199': 2, '4131': 12, '7729': 12}","{'3199': 12, '4131': 2, '7729': 2}",complete,1629939439769
2021,644097339790827520,NCAA OHIO VALLEY,1,735754653471494144,free_agent,[4],['472879969664495616'],[],{'6984': 4},{'559': 4},complete,1629780088349
2021,644097339790827520,NCAA OHIO VALLEY,1,735674430252023808,free_agent,[7],['635700695584043008'],[],{'4208': 7},{'1099': 7},complete,1629760961643
2021,644097339790827520,NCAA OHIO VALLEY,1,732400958935543808,free_agent,[8],['69768813763510272'],[],,{'2450': 8},complete,1628980505263
2021,644097339790827520,NCAA OHIO VALLEY,1,732045165522456576,free_agent,[7],['635700695584043008'],[],{'3909': 7},{'1793': 7},complete,1628895677503
2021,644097339790827520,NCAA OHIO VALLEY,1,730920369820651520,free_agent,[6],['331558449374593024'],[],{'7049': 6},,complete,1628627505310
2021,644097339790827520,NCAA OHIO VALLEY,1,730811145560125440,free_agent,[8],['69768813763510272'],[],,{'3868': 8},complete,1628601464217
2021,644097339790827520,NCAA OHIO VALLEY,1,730663842467672064,free_agent,[7],['635700695584043008'],[],{'6040': 7},{'7938': 7},complete,1628566344423
2021,644097339790827520,NCAA OHIO VALLEY,1,729824321761062912,free_agent,[2],['601198801197260800'],[],{'6823': 2},{'7531': 2},complete,1628366187089
2021,644097339790827520,NCAA OHIO VALLEY,1,729824261669257216,free_agent,[2],['601198801197260800'],[],{'4651': 2},{'3300': 2},complete,1628366172762
2021,644097339790827520,NCAA OHIO VALLEY,1,727566546108493824,free_agent,[9],['347683464398749696'],[],{'650': 9},{'7121': 9},complete,1627827891426
2021,644097339790827520,NCAA OHIO VALLEY,1,727540225856851968,free_agent,[8],['69768813763510272'],[],{'2450': 8},,complete,1627821616189
2021,644097339790827520,NCAA OHIO VALLEY,1,727540169799974912,free_agent,[8],['69768813763510272'],[],{'6002': 8},,complete,1627821602824
2021,644097339790827520,NCAA OHIO VALLEY,1,727540047678623744,free_agent,[8],['69768813763510272'],[],{'2390': 8},,complete,1627821573708
2021,644097339790827520,NCAA OHIO VALLEY,1,727539992150265856,free_agent,[8],['69768813763510272'],[],{'6989': 8},,complete,1627821560469
2021,644097339790827520,NCAA OHIO VALLEY,1,726570658431053824,free_agent,[6],['331558449374593024'],[],{'5137': 6},,complete,1627590453302
2021,644097339790827520,NCAA OHIO VALLEY,1,726570493552947200,free_agent,[6],['331558449374593024'],[],{'1071': 6},,complete,1627590413991
2021,644097339790827520,NCAA OHIO VALLEY,1,723339910655852544,free_agent,[2],['601198801197260800'],[],{'1348': 2},{'6068': 2},complete,1626820183007
2021,644097339790827520,NCAA OHIO VALLEY,1,723339629750763520,free_agent,[2],['601198801197260800'],[],{'7088': 2},{'5973': 2},complete,1626820116034
2021,644097339790827520,NCAA OHIO VALLEY,1,723313750215598080,free_agent,[3],['468944645166985216'],[],{'6234': 3},{'3155': 3},complete,1626813945872
2021,644097339790827520,NCAA OHIO VALLEY,1,723282090245873664,free_agent,[10],['594242128851296256'],[],,{'6234': 10},complete,1626806397547
2021,644097339790827520,NCAA OHIO VALLEY,1,723281849153052672,free_agent,[10],['594242128851296256'],[],,{'5323': 10},complete,1626806340066
2021,644097339790827520,NCAA OHIO VALLEY,1,723248288265998336,free_agent,[9],['347683464398749696'],[],{'7771': 9},{'4455': 9},complete,1626798338527
2021,644097339790827520,NCAA OHIO VALLEY,1,722967850251259904,free_agent,[11],['638193564806897664'],[],{'5199': 11},{'2334': 11},complete,1626731476894
2021,644097339790827520,NCAA OHIO VALLEY,1,721428694375170048,free_agent,[3],['468944645166985216'],[],{'7560': 3},{'6699': 3},complete,1626364513537
2021,644097339790827520,NCAA OHIO VALLEY,1,721427013205823488,free_agent,[9],['347683464398749696'],[],{'7944': 9},{'6920': 9},complete,1626364112715
2021,644097339790827520,NCAA OHIO VALLEY,1,721426110293807104,free_agent,[11],['638193564806897664'],[],{'7529': 11},,complete,1626363897444
2021,644097339790827520,NCAA OHIO VALLEY,1,721426025078128640,free_agent,[11],['638193564806897664'],[],{'7537': 11},,complete,1626363877127
2021,644097339790827520,NCAA OHIO VALLEY,1,721425918370844672,free_agent,[11],['638193564806897664'],[],{'7086': 11},,complete,1626363851686
2021,644097339790827520,NCAA OHIO VALLEY,1,721425861194117120,free_agent,[11],['638193564806897664'],[],{'5432': 11},,complete,1626363838054
2021,644097339790827520,NCAA OHIO VALLEY,1,721425708982816768,free_agent,[11],['638193564806897664'],[],{'2673': 11},,complete,1626363801764
2021,644097339790827520,NCAA OHIO VALLEY,1,721425664997146624,free_agent,[11],['638193564806897664'],[],{'3209': 11},"{'1555': 11, '2474': 11, '7537': 11, '7560': 11, '7579': 11}",complete,1626363791277
2021,644097339790827520,NCAA OHIO VALLEY,1,721255926245425152,free_agent,[11],['638193564806897664'],[],,{'6989': 11},complete,1626323322405
2021,644097339790827520,NCAA OHIO VALLEY,1,713912054351736832,free_agent,[9],['347683464398749696'],[],{'7720': 9},{'5995': 9},complete,1624572406903
2021,644097339790827520,NCAA OHIO VALLEY,1,713911458173394944,free_agent,[9],['347683464398749696'],[],{'7703': 9},{'6557': 9},complete,1624572264763
2021,644097339790827520,NCAA OHIO VALLEY,1,713903371509100544,free_agent,[3],['468944645166985216'],[],{'6919': 3},{'5189': 3},complete,1624570336752
2021,644097339790827520,NCAA OHIO VALLEY,1,713481380079665152,free_agent,[6],['331558449374593024'],[],,{'3209': 6},complete,1624469726155
2021,644097339790827520,NCAA OHIO VALLEY,1,713481355647852544,free_agent,[6],['331558449374593024'],[],,{'5889': 6},complete,1624469720330
2021,644097339790827520,NCAA OHIO VALLEY,1,713481273217183744,free_agent,[6],['331558449374593024'],[],,{'6919': 6},complete,1624469700678
2021,644097339790827520,NCAA OHIO VALLEY,1,713423265011408896,free_agent,[6],['331558449374593024'],[],{'7828': 6},,complete,1624455870443
2021,644097339790827520,NCAA OHIO VALLEY,1,697639534850023424,free_agent,[4],['472879969664495616'],[],{'7539': 4},,complete,1620692735925
2021,644097339790827520,NCAA OHIO VALLEY,1,697639360828375040,free_agent,[4],['472879969664495616'],[],,{'289': 4},complete,1620692694435
2021,644097339790827520,NCAA OHIO VALLEY,1,696681579908534272,free_agent,[5],['474662041341128704'],[],,{'7152': 5},complete,1620464341669
2021,644097339790827520,NCAA OHIO VALLEY,1,696681499243659264,free_agent,[5],['474662041341128704'],[],,{'1111': 5},complete,1620464322437
2021,644097339790827520,NCAA OHIO VALLEY,1,695713358749446144,free_agent,[9],['347683464398749696'],[],{'7943': 9},{'2399': 9},complete,1620233499756
2021,644097339790827520,NCAA OHIO VALLEY,1,695695403156324353,free_agent,[7],['635700695584043008'],[],{'6951': 7},,complete,1620229218809
2021,644097339790827520,NCAA OHIO VALLEY,1,695695346088603648,free_agent,[7],['635700695584043008'],[],,{'5974': 7},complete,1620229205203
2021,644097339790827520,NCAA OHIO VALLEY,1,695695109643132928,free_agent,[6],['331558449374593024'],[],,{'6951': 6},complete,1620229148830
2021,644097339790827520,NCAA OHIO VALLEY,1,695695083336458240,free_agent,[6],['331558449374593024'],[],,{'5432': 6},complete,1620229142558
2021,644097339790827520,NCAA OHIO VALLEY,1,695695047722602496,free_agent,[6],['331558449374593024'],[],,{'7109': 6},complete,1620229134067
2021,644097339790827520,NCAA OHIO VALLEY,1,694857398791254016,free_agent,[3],['468944645166985216'],[],,{'650': 3},complete,1620029422999
2021,644097339790827520,NCAA OHIO VALLEY,1,694856640532414464,free_agent,[3],['468944645166985216'],[],,{'7065': 3},complete,1620029242216
2021,644097339790827520,NCAA OHIO VALLEY,1,694856586841100288,free_agent,[3],['468944645166985216'],[],,{'7502': 3},complete,1620029229415
2021,644097339790827520,NCAA OHIO VALLEY,1,694783982503526400,free_agent,[10],['594242128851296256'],[],,{'6012': 10},complete,1620011919192
2021,644097339790827520,NCAA OHIO VALLEY,1,694783894309892096,free_agent,[11],['638193564806897664'],[],{'7537': 11},{'1348': 11},complete,1620011898165
2021,644097339790827520,NCAA OHIO VALLEY,1,694783751921676288,free_agent,[10],['594242128851296256'],[],,{'7021': 10},complete,1620011864217
2021,644097339790827520,NCAA OHIO VALLEY,1,694783696519127040,free_agent,[4],['472879969664495616'],[],{'7561': 4},,complete,1620011851008
2021,644097339790827520,NCAA OHIO VALLEY,1,694783414703849472,free_agent,[4],['472879969664495616'],[],{'7572': 4},,complete,1620011783818
2021,644097339790827520,NCAA OHIO VALLEY,1,694783149468614656,free_agent,[4],['472879969664495616'],[],{'7597': 4},,complete,1620011720581
2021,644097339790827520,NCAA OHIO VALLEY,1,694782917230030848,free_agent,[12],['327689364916146176'],[],{'7604': 12},,complete,1620011665211
2021,644097339790827520,NCAA OHIO VALLEY,1,694782891003035648,free_agent,[12],['327689364916146176'],[],,{'7318': 12},complete,1620011658958
2021,644097339790827520,NCAA OHIO VALLEY,1,694782847201918976,free_agent,[4],['472879969664495616'],[],{'7794': 4},,complete,1620011648515
2021,644097339790827520,NCAA OHIO VALLEY,1,694782681896013824,free_agent,[4],['472879969664495616'],[],,{'980': 4},complete,1620011609103
2021,644097339790827520,NCAA OHIO VALLEY,1,694782061017378816,free_agent,[11],['638193564806897664'],[],{'7812': 11},,complete,1620011461074
2021,644097339790827520,NCAA OHIO VALLEY,1,694782015429488640,free_agent,[11],['638193564806897664'],[],{'4150': 11},,complete,1620011450205
2021,644097339790827520,NCAA OHIO VALLEY,1,694781949180465152,free_agent,[11],['638193564806897664'],[],{'7579': 11},,complete,1620011434410
2021,644097339790827520,NCAA OHIO VALLEY,1,694781793580163072,free_agent,[4],['472879969664495616'],[],,{'1169': 4},complete,1620011397312
2021,644097339790827520,NCAA OHIO VALLEY,1,694781773791432704,free_agent,[4],['472879969664495616'],[],,{'4150': 4},complete,1620011392594
2021,644097339790827520,NCAA OHIO VALLEY,1,694781754304724992,free_agent,[4],['472879969664495616'],[],,{'4226': 4},complete,1620011387948
2021,644097339790827520,NCAA OHIO VALLEY,1,694781740920668160,free_agent,[12],['327689364916146176'],[],{'7608': 12},{'6939': 12},complete,1620011384757
2021,644097339790827520,NCAA OHIO VALLEY,1,694781730921463808,free_agent,[4],['472879969664495616'],[],,{'1244': 4},complete,1620011382374
2021,644097339790827520,NCAA OHIO VALLEY,1,694781710306476032,free_agent,[4],['472879969664495616'],[],,{'232': 4},complete,1620011377458
2021,644097339790827520,NCAA OHIO VALLEY,1,694781618526711808,free_agent,[4],['472879969664495616'],[],,{'16': 4},complete,1620011355576
2021,644097339790827520,NCAA OHIO VALLEY,1,694778248730587136,free_agent,[12],['327689364916146176'],[],{'7599': 12},,complete,1620010552154
2021,644097339790827520,NCAA OHIO VALLEY,1,694753079513403392,free_agent,[8],['69768813763510272'],[],{'7839': 8},,complete,1620004551345
2021,644097339790827520,NCAA OHIO VALLEY,1,694753032310710272,free_agent,[8],['69768813763510272'],[],,{'5884': 8},complete,1620004540091
2021,644097339790827520,NCAA OHIO VALLEY,1,694752875666010112,free_agent,[11],['638193564806897664'],[],{'2474': 11},,complete,1620004502744
2021,644097339790827520,NCAA OHIO VALLEY,1,694752389734940672,free_agent,[8],['69768813763510272'],[],,{'3201': 8},complete,1620004386889
2021,644097339790827520,NCAA OHIO VALLEY,1,694752081852055552,free_agent,[11],['638193564806897664'],[],{'2346': 11},{'2474': 11},complete,1620004313484
2021,644097339790827520,NCAA OHIO VALLEY,1,694752072544894976,free_agent,[8],['69768813763510272'],[],,{'7094': 8},complete,1620004311265
2021,644097339790827520,NCAA OHIO VALLEY,1,694752017075216384,free_agent,[9],['347683464398749696'],[],{'7602': 9},{'5250': 9},complete,1620004298040
2021,644097339790827520,NCAA OHIO VALLEY,1,694751931222011904,free_agent,[8],['69768813763510272'],[],,{'7426': 8},complete,1620004277571
2021,644097339790827520,NCAA OHIO VALLEY,1,694751916395171840,free_agent,[9],['347683464398749696'],[],,{'6913': 9},complete,1620004274037
2021,644097339790827520,NCAA OHIO VALLEY,1,694751909294186496,free_agent,[7],['635700695584043008'],[],{'7938': 7},"{'1149': 7, '1379': 7, '2673': 7}",complete,1620004272343
2021,644097339790827520,NCAA OHIO VALLEY,1,694751811457859584,free_agent,[9],['347683464398749696'],[],,{'6311': 9},complete,1620004249017
2021,644097339790827520,NCAA OHIO VALLEY,1,694751800221351936,free_agent,[8],['69768813763510272'],[],,{'7082': 8},complete,1620004246338
2021,644097339790827520,NCAA OHIO VALLEY,1,694751758592872448,free_agent,[9],['347683464398749696'],[],,{'6007': 9},complete,1620004236413
2021,644097339790827520,NCAA OHIO VALLEY,1,694751734106505216,free_agent,[8],['69768813763510272'],[],,{'462': 8},complete,1620004230575
2021,644097339790827520,NCAA OHIO VALLEY,1,694751726636441600,free_agent,[2],['601198801197260800'],[],{'7531': 2},{'2346': 2},complete,1620004228794
2021,644097339790827520,NCAA OHIO VALLEY,1,694751609506320384,free_agent,[9],['347683464398749696'],[],,{'3594': 9},complete,1620004200868
2021,644097339790827520,NCAA OHIO VALLEY,1,694751587536551936,free_agent,[2],['601198801197260800'],[],{'7530': 2},{'3934': 2},complete,1620004195630
2021,644097339790827520,NCAA OHIO VALLEY,1,694751571057139712,free_agent,[9],['347683464398749696'],[],,{'1500': 9},complete,1620004191701
2021,644097339790827520,NCAA OHIO VALLEY,1,694751380958695424,free_agent,[2],['601198801197260800'],[],{'7589': 2},{'6957': 2},complete,1620004146378
2021,644097339790827520,NCAA OHIO VALLEY,1,694751313396826112,free_agent,[2],['601198801197260800'],[],{'7713': 2},{'7086': 2},complete,1620004130270
2021,644097339790827520,NCAA OHIO VALLEY,1,694751197118177280,free_agent,[2],['601198801197260800'],[],{'7670': 2},"{'5136': 2, '6146': 2}",complete,1620004102547
2021,644097339790827520,NCAA OHIO VALLEY,1,694738134478458880,free_agent,[7],['635700695584043008'],[],,{'4186': 7},complete,1620000988171
2021,644097339790827520,NCAA OHIO VALLEY,1,694738041603948544,free_agent,[12],['327689364916146176'],[],,{'7438': 12},complete,1620000966028
2021,644097339790827520,NCAA OHIO VALLEY,1,694737963262754816,free_agent,[7],['635700695584043008'],[],,{'6115': 7},complete,1620000947350
2021,644097339790827520,NCAA OHIO VALLEY,1,694737950679846912,free_agent,[2],['601198801197260800'],[],,{'7496': 2},complete,1620000944350
2021,644097339790827520,NCAA OHIO VALLEY,1,694737888876785664,free_agent,[12],['327689364916146176'],[],,{'7279': 12},complete,1620000929615
2021,644097339790827520,NCAA OHIO VALLEY,1,694737835705573376,free_agent,[12],['327689364916146176'],[],,{'5162': 12},complete,1620000916938
2021,644097339790827520,NCAA OHIO VALLEY,1,694624146369388544,trade,"[10, 11]","['594242128851296256', '638193564806897664']","[{'round': 3, 'season': '2022', 'league_id': None, 'roster_id': 11, 'owner_id': 10, 'previous_owner_id': 11}, {'round': 4, 'season': '2022', 'league_id': None, 'roster_id': 11, 'owner_id': 10, 'previous_owner_id': 11}, {'round': 2, 'season': '2021', 'league_id': None, 'roster_id': 4, 'owner_id': 11, 'previous_owner_id': 10}, {'round': 2, 'season': '2022', 'league_id': None, 'roster_id': 4, 'owner_id': 10, 'previous_owner_id': 11}]",,,complete,1619973811289
2021,644097339790827520,NCAA OHIO VALLEY,1,694589806285512704,free_agent,[1],['571753677428977664'],[],,{'142': 1},complete,1619965623974
2021,644097339790827520,NCAA OHIO VALLEY,1,694589788086423552,free_agent,[1],['571753677428977664'],[],,{'3362': 1},complete,1619965619635
2021,644097339790827520,NCAA OHIO VALLEY,1,694589756243259392,free_agent,[1],['571753677428977664'],[],,{'1388': 1},complete,1619965612043
2021,644097339790827520,NCAA OHIO VALLEY,1,694396243308257280,free_agent,[12],['327689364916146176'],[],,{'4464': 12},complete,1619919474964
2021,644097339790827520,NCAA OHIO VALLEY,1,694364119989583872,free_agent,[4],['472879969664495616'],[],,{'268': 4},complete,1619911816168
2021,644097339790827520,NCAA OHIO VALLEY,1,694363179106496512,trade,"[4, 10]","['472879969664495616', '594242128851296256']","[{'round': 4, 'season': '2021', 'league_id': None, 'roster_id': 10, 'owner_id': 10, 'previous_owner_id': 4}, {'round': 1, 'season': '2022', 'league_id': None, 'roster_id': 8, 'owner_id': 10, 'previous_owner_id': 4}, {'round': 2, 'season': '2023', 'league_id': None, 'roster_id': 8, 'owner_id': 10, 'previous_owner_id': 4}]",{'6797': 4},{'6797': 10},complete,1619911591844
