LeagueYear,league_id,weekNum,roster_id,lookupID,starter,starter_points,array_index,label
2022,7.8747e+17,7,6,7.8747e+18,2216,18.6,5,"Mike Evans, WR (TB)"
2022,7.8747e+17,7,6,7.8747e+18,2319,9.8,6,
2022,7.8747e+17,7,6,7.8747e+18,5285,0.0,7,"Ross Dwelley, TE (DET)"
2022,7.8747e+17,7,6,7.8747e+18,8188,2.9,8,"Tyquan Thornton, WR (KC)"
2022,7.8747e+17,7,6,7.8747e+18,5284,5.4,9,"Jeff Wilson, RB (MIA)"
2022,7.8747e+17,7,6,7.8747e+18,1264,13.0,10,
2022,7.8747e+17,7,6,7.8747e+18,BAL,15.0,11,"Baltimore Ravens, DEF (BAL)"
2022,7.8747e+17,8,6,7.8747e+18,2711,22.06,1,
2022,7.8747e+17,8,6,7.8747e+18,4035,42.8,2,"Alvin Kamara, RB (NO)"
2022,7.8747e+17,8,6,7.8747e+18,4866,15.2,3,"Saquon Barkley, RB (PHI)"
2022,7.8747e+17,8,6,7.8747e+18,2216,18.3,4,"Mike Evans, WR (TB)"
2022,7.8747e+17,8,6,7.8747e+18,8188,2.3,5,"Tyquan Thornton, WR (KC)"
2022,7.8747e+17,8,6,7.8747e+18,2319,0.0,6,
2022,7.8747e+17,8,6,7.8747e+18,5022,12.4,7,"Dallas Goedert, TE (PHI)"
2022,7.8747e+17,8,6,7.8747e+18,5001,13.4,8,"Dalton Schultz, TE (HOU)"
2022,7.8747e+17,8,6,7.8747e+18,6271,1.4,9,"Olamide Zaccheaus, WR (CHI)"
2022,7.8747e+17,8,6,7.8747e+18,1264,8.0,10,
2022,7.8747e+17,8,6,7.8747e+18,BAL,4.0,11,"Baltimore Ravens, DEF (BAL)"
2022,7.8747e+17,9,6,7.8747e+18,421,9.5,1,"Matthew Stafford, QB (LAR)"
2022,7.8747e+17,9,6,7.8747e+18,5284,16.2,2,"Jeff Wilson, RB (MIA)"
2022,7.8747e+17,9,6,7.8747e+18,8195,0.0,3,"Ronnie Rivers, RB (LAR)"
2022,7.8747e+17,9,6,7.8747e+18,2133,36.6,4,"Davante Adams, WR (LAR)"
2022,7.8747e+17,9,6,7.8747e+18,8188,1.5,5,"Tyquan Thornton, WR (KC)"
2022,7.8747e+17,9,6,7.8747e+18,2319,0.0,6,
2022,7.8747e+17,9,6,7.8747e+18,6865,2.6,7,"Colby Parkinson, TE (LAR)"
2022,7.8747e+17,9,6,7.8747e+18,5022,24.0,8,"Dallas Goedert, TE (PHI)"
2022,7.8747e+17,9,6,7.8747e+18,2334,9.9,9,"Phillip Dorsett, WR (LV)"
2022,7.8747e+17,9,6,7.8747e+18,1264,10.0,10,
2022,7.8747e+17,9,6,7.8747e+18,MIN,8.0,11,"Minnesota Vikings, DEF (MIN)"
2022,7.8747e+17,1,7,7.8747e+18,5849,20.62,1,"Kyler Murray, QB (ARI)"
2022,7.8747e+17,1,7,7.8747e+18,3969,15.7,2,
2022,7.8747e+17,1,7,7.8747e+18,6151,18.5,3,"Miles Sanders, RB (DAL)"
2022,7.8747e+17,1,7,7.8747e+18,6786,4.9,4,"CeeDee Lamb, WR (DAL)"
2022,7.8747e+17,1,7,7.8747e+18,7606,2.3,5,
2022,7.8747e+17,1,7,7.8747e+18,928,3.4,6,
2022,7.8747e+17,1,7,7.8747e+18,2505,11.9,7,"Darren Waller, TE (MIA)"
2022,7.8747e+17,1,7,7.8747e+18,8155,9.1,8,"Breece Hall, RB (NYJ)"
2022,7.8747e+17,1,7,7.8747e+18,5347,10.4,9,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,1,7,7.8747e+18,49,4.0,10,
2022,7.8747e+17,1,7,7.8747e+18,BUF,18.0,11,"Buffalo Bills, DEF (BUF)"
2022,7.8747e+17,10,7,7.8747e+18,1049,19.4,1,
2022,7.8747e+17,10,7,7.8747e+18,5347,1.9,2,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,10,7,7.8747e+18,4455,2.0,3,
2022,7.8747e+17,10,7,7.8747e+18,7606,19.0,4,
2022,7.8747e+17,10,7,7.8747e+18,1067,4.3,5,
2022,7.8747e+17,10,7,7.8747e+18,3445,0.0,6,
2022,7.8747e+17,10,7,7.8747e+18,7602,9.7,7,"Kylen Granson, TE (PHI)"
2022,7.8747e+17,10,7,7.8747e+18,8235,0.0,8,"Samori Toure, WR (DEN)"
2022,7.8747e+17,10,7,7.8747e+18,2214,1.8,9,
2022,7.8747e+17,10,7,7.8747e+18,49,10.0,10,
2022,7.8747e+17,10,7,7.8747e+18,LV,2.0,11,"Las Vegas Raiders, DEF (LV)"
2022,7.8747e+17,11,7,7.8747e+18,1049,19.02,1,
2022,7.8747e+17,11,7,7.8747e+18,5347,-0.8,2,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,11,7,7.8747e+18,4455,9.9,3,
2022,7.8747e+17,11,7,7.8747e+18,7606,0.0,4,
2022,7.8747e+17,11,7,7.8747e+18,3269,7.3,5,"Chris Moore, WR (WAS)"
2022,7.8747e+17,11,7,7.8747e+18,3445,0.0,6,
2022,7.8747e+17,11,7,7.8747e+18,7602,2.6,7,"Kylen Granson, TE (PHI)"
2022,7.8747e+17,11,7,7.8747e+18,7716,0.0,8,"John Bates, TE (WAS)"
2022,7.8747e+17,11,7,7.8747e+18,8135,18.1,9,
2022,7.8747e+17,11,7,7.8747e+18,49,8.0,10,
2022,7.8747e+17,11,7,7.8747e+18,LV,8.0,11,"Las Vegas Raiders, DEF (LV)"
2022,7.8747e+17,12,7,7.8747e+18,5849,25.24,1,"Kyler Murray, QB (ARI)"
2022,7.8747e+17,12,7,7.8747e+18,5347,0.3,2,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,12,7,7.8747e+18,4455,2.5,3,
2022,7.8747e+17,12,7,7.8747e+18,4622,2.2,4,
2022,7.8747e+17,12,7,7.8747e+18,3269,2.7,5,"Chris Moore, WR (WAS)"
2022,7.8747e+17,12,7,7.8747e+18,8135,17.0,6,
2022,7.8747e+17,12,7,7.8747e+18,6018,0.6,7,
2022,7.8747e+17,12,7,7.8747e+18,1067,11.2,8,
2022,7.8747e+17,12,7,7.8747e+18,928,9.9,9,
2022,7.8747e+17,12,7,7.8747e+18,49,8.0,10,
2022,7.8747e+17,12,7,7.8747e+18,NYJ,10.0,11,"New York Jets, DEF (NYJ)"
2022,7.8747e+17,13,7,7.8747e+18,1049,13.04,1,
2022,7.8747e+17,13,7,7.8747e+18,5347,2.8,2,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,13,7,7.8747e+18,4455,1.4,3,
2022,7.8747e+17,13,7,7.8747e+18,928,0.0,4,
2022,7.8747e+17,13,7,7.8747e+18,3269,7.6,5,"Chris Moore, WR (WAS)"
2022,7.8747e+17,13,7,7.8747e+18,8135,9.5,6,
2022,7.8747e+17,13,7,7.8747e+18,2214,0.0,7,
2022,7.8747e+17,13,7,7.8747e+18,1067,2.7,8,
2022,7.8747e+17,13,7,7.8747e+18,7891,4.5,9,"Brock Wright, TE (DET)"
2022,7.8747e+17,13,7,7.8747e+18,49,18.0,10,
2022,7.8747e+17,13,7,7.8747e+18,NYJ,4.0,11,"New York Jets, DEF (NYJ)"
2022,7.8747e+17,14,7,7.8747e+18,5849,0.66,1,"Kyler Murray, QB (ARI)"
2022,7.8747e+17,14,7,7.8747e+18,5347,1.7,2,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,14,7,7.8747e+18,4455,3.5,3,
2022,7.8747e+17,14,7,7.8747e+18,5113,3.9,4,"Cedrick Wilson, WR (MIA)"
2022,7.8747e+17,14,7,7.8747e+18,3269,22.4,5,"Chris Moore, WR (WAS)"
2022,7.8747e+17,14,7,7.8747e+18,147,5.4,6,
2022,7.8747e+17,14,7,7.8747e+18,2214,3.2,7,
2022,7.8747e+17,14,7,7.8747e+18,1067,3.2,8,
2022,7.8747e+17,14,7,7.8747e+18,7891,0.0,9,"Brock Wright, TE (DET)"
2022,7.8747e+17,14,7,7.8747e+18,49,5.0,10,
2022,7.8747e+17,14,7,7.8747e+18,BUF,14.0,11,"Buffalo Bills, DEF (BUF)"
2022,7.8747e+17,15,7,7.8747e+18,1049,10.7,1,
2022,7.8747e+17,15,7,7.8747e+18,5347,8.0,2,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,15,7,7.8747e+18,4455,2.2,3,
2022,7.8747e+17,15,7,7.8747e+18,1067,9.7,4,
2022,7.8747e+17,15,7,7.8747e+18,3269,8.2,5,"Chris Moore, WR (WAS)"
2022,7.8747e+17,15,7,7.8747e+18,928,6.2,6,
2022,7.8747e+17,15,7,7.8747e+18,2214,4.5,7,
2022,7.8747e+17,15,7,7.8747e+18,7562,1.6,8,"Tutu Atwell, WR (LAR)"
2022,7.8747e+17,15,7,7.8747e+18,7606,1.5,9,
2022,7.8747e+17,15,7,7.8747e+18,49,2.0,10,
2022,7.8747e+17,15,7,7.8747e+18,BUF,-1.0,11,"Buffalo Bills, DEF (BUF)"
2022,7.8747e+17,16,7,7.8747e+18,6011,20.7,1,"Gardner Minshew, QB (KC)"
2022,7.8747e+17,16,7,7.8747e+18,5347,1.1,2,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,16,7,7.8747e+18,4455,0.9,3,
2022,7.8747e+17,16,7,7.8747e+18,1067,4.5,4,
2022,7.8747e+17,16,7,7.8747e+18,3269,4.5,5,"Chris Moore, WR (WAS)"
2022,7.8747e+17,16,7,7.8747e+18,928,1.5,6,
2022,7.8747e+17,16,7,7.8747e+18,2214,0.0,7,
2022,7.8747e+17,16,7,7.8747e+18,7562,3.4,8,"Tutu Atwell, WR (LAR)"
2022,7.8747e+17,16,7,7.8747e+18,8135,1.5,9,
2022,7.8747e+17,16,7,7.8747e+18,49,13.0,10,
2022,7.8747e+17,16,7,7.8747e+18,BUF,12.0,11,"Buffalo Bills, DEF (BUF)"
2022,7.8747e+17,17,7,7.8747e+18,6011,10.96,1,"Gardner Minshew, QB (KC)"
2022,7.8747e+17,17,7,7.8747e+18,5347,0.0,2,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,17,7,7.8747e+18,4455,7.7,3,
2022,7.8747e+17,17,7,7.8747e+18,1067,12.1,4,
2022,7.8747e+17,17,7,7.8747e+18,3269,5.1,5,"Chris Moore, WR (WAS)"
2022,7.8747e+17,17,7,7.8747e+18,928,4.0,6,
2022,7.8747e+17,17,7,7.8747e+18,7891,16.3,7,"Brock Wright, TE (DET)"
2022,7.8747e+17,17,7,7.8747e+18,7562,3.0,8,"Tutu Atwell, WR (LAR)"
2022,7.8747e+17,17,7,7.8747e+18,8135,12.6,9,
2022,7.8747e+17,17,7,7.8747e+18,49,13.0,10,
2022,7.8747e+17,17,7,7.8747e+18,BUF,8.0,11,"Buffalo Bills, DEF (BUF)"
2022,7.8747e+17,18,7,7.8747e+18,6011,0.0,1,"Gardner Minshew, QB (KC)"
2022,7.8747e+17,18,7,7.8747e+18,5347,12.0,2,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,18,7,7.8747e+18,4455,11.0,3,
2022,7.8747e+17,18,7,7.8747e+18,1067,4.9,4,
2022,7.8747e+17,18,7,7.8747e+18,3269,4.0,5,"Chris Moore, WR (WAS)"
2022,7.8747e+17,18,7,7.8747e+18,928,3.1,6,
2022,7.8747e+17,18,7,7.8747e+18,7891,0.0,7,"Brock Wright, TE (DET)"
2022,7.8747e+17,18,7,7.8747e+18,7562,11.8,8,"Tutu Atwell, WR (LAR)"
2022,7.8747e+17,18,7,7.8747e+18,8135,5.9,9,
2022,7.8747e+17,18,7,7.8747e+18,49,8.0,10,
2022,7.8747e+17,18,7,7.8747e+18,BUF,20.0,11,"Buffalo Bills, DEF (BUF)"
2022,7.8747e+17,2,7,7.8747e+18,5849,25.88,1,"Kyler Murray, QB (ARI)"
2022,7.8747e+17,2,7,7.8747e+18,3969,9.4,2,
2022,7.8747e+17,2,7,7.8747e+18,6151,11.6,3,"Miles Sanders, RB (DAL)"
2022,7.8747e+17,2,7,7.8747e+18,6786,15.1,4,"CeeDee Lamb, WR (DAL)"
2022,7.8747e+17,2,7,7.8747e+18,1067,6.3,5,
2022,7.8747e+17,2,7,7.8747e+18,928,6.7,6,
2022,7.8747e+17,2,7,7.8747e+18,2505,17.0,7,"Darren Waller, TE (MIA)"
2022,7.8747e+17,2,7,7.8747e+18,8155,13.0,8,"Breece Hall, RB (NYJ)"
2022,7.8747e+17,2,7,7.8747e+18,5347,7.7,9,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,2,7,7.8747e+18,1433,12.0,10,"Brandon McManus, K (GB)"
2022,7.8747e+17,2,7,7.8747e+18,BUF,21.0,11,"Buffalo Bills, DEF (BUF)"
2022,7.8747e+17,3,7,7.8747e+18,5849,12.36,1,"Kyler Murray, QB (ARI)"
2022,7.8747e+17,3,7,7.8747e+18,3969,12.0,2,
2022,7.8747e+17,3,7,7.8747e+18,8155,15.2,3,"Breece Hall, RB (NYJ)"
2022,7.8747e+17,3,7,7.8747e+18,6786,22.7,4,"CeeDee Lamb, WR (DAL)"
2022,7.8747e+17,3,7,7.8747e+18,8135,3.1,5,
2022,7.8747e+17,3,7,7.8747e+18,6290,1.4,6,"Scotty Miller, WR (PIT)"
2022,7.8747e+17,3,7,7.8747e+18,2505,5.2,7,"Darren Waller, TE (MIA)"
2022,7.8747e+17,3,7,7.8747e+18,5347,8.0,8,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,3,7,7.8747e+18,6126,5.2,9,
2022,7.8747e+17,3,7,7.8747e+18,1433,4.0,10,"Brandon McManus, K (GB)"
2022,7.8747e+17,3,7,7.8747e+18,BUF,6.0,11,"Buffalo Bills, DEF (BUF)"
2022,7.8747e+17,4,7,7.8747e+18,5849,21.88,1,"Kyler Murray, QB (ARI)"
2022,7.8747e+17,4,7,7.8747e+18,3969,18.4,2,
2022,7.8747e+17,4,7,7.8747e+18,8155,15.8,3,"Breece Hall, RB (NYJ)"
2022,7.8747e+17,4,7,7.8747e+18,6786,21.7,4,"CeeDee Lamb, WR (DAL)"
2022,7.8747e+17,4,7,7.8747e+18,8135,3.8,5,
2022,7.8747e+17,4,7,7.8747e+18,1067,0.0,6,
2022,7.8747e+17,4,7,7.8747e+18,2505,5.4,7,"Darren Waller, TE (MIA)"
2022,7.8747e+17,4,7,7.8747e+18,5347,2.3,8,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,4,7,7.8747e+18,6126,5.3,9,
2022,7.8747e+17,4,7,7.8747e+18,1433,5.0,10,"Brandon McManus, K (GB)"
2022,7.8747e+17,4,7,7.8747e+18,LV,14.0,11,"Las Vegas Raiders, DEF (LV)"
2022,7.8747e+17,5,7,7.8747e+18,5849,16.2,1,"Kyler Murray, QB (ARI)"
2022,7.8747e+17,5,7,7.8747e+18,3969,35.9,2,
2022,7.8747e+17,5,7,7.8747e+18,8155,27.7,3,"Breece Hall, RB (NYJ)"
2022,7.8747e+17,5,7,7.8747e+18,6786,10.3,4,"CeeDee Lamb, WR (DAL)"
2022,7.8747e+17,5,7,7.8747e+18,1067,17.4,5,
2022,7.8747e+17,5,7,7.8747e+18,928,16.9,6,
2022,7.8747e+17,5,7,7.8747e+18,2505,0.0,7,"Darren Waller, TE (MIA)"
2022,7.8747e+17,5,7,7.8747e+18,5347,1.8,8,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,5,7,7.8747e+18,6126,8.2,9,
2022,7.8747e+17,5,7,7.8747e+18,1433,10.0,10,"Brandon McManus, K (GB)"
2022,7.8747e+17,5,7,7.8747e+18,BUF,9.0,11,"Buffalo Bills, DEF (BUF)"
2022,7.8747e+17,6,7,7.8747e+18,5849,12.88,1,"Kyler Murray, QB (ARI)"
2022,7.8747e+17,6,7,7.8747e+18,3969,22.1,2,
2022,7.8747e+17,6,7,7.8747e+18,8155,20.1,3,"Breece Hall, RB (NYJ)"
2022,7.8747e+17,6,7,7.8747e+18,6786,12.7,4,"CeeDee Lamb, WR (DAL)"
2022,7.8747e+17,6,7,7.8747e+18,5026,13.3,5,
2022,7.8747e+17,6,7,7.8747e+18,928,1.8,6,
2022,7.8747e+17,6,7,7.8747e+18,6126,9.7,7,
2022,7.8747e+17,6,7,7.8747e+18,7602,6.8,8,"Kylen Granson, TE (PHI)"
2022,7.8747e+17,6,7,7.8747e+18,3664,2.0,9,
2022,7.8747e+17,6,7,7.8747e+18,1433,13.0,10,"Brandon McManus, K (GB)"
2022,7.8747e+17,6,7,7.8747e+18,BUF,7.0,11,"Buffalo Bills, DEF (BUF)"
2022,7.8747e+17,7,7,7.8747e+18,5849,16.16,1,"Kyler Murray, QB (ARI)"
2022,7.8747e+17,7,7,7.8747e+18,3969,4.6,2,
2022,7.8747e+17,7,7,7.8747e+18,8155,13.2,3,"Breece Hall, RB (NYJ)"
2022,7.8747e+17,7,7,7.8747e+18,6786,10.6,4,"CeeDee Lamb, WR (DAL)"
2022,7.8747e+17,7,7,7.8747e+18,1067,9.7,5,
2022,7.8747e+17,7,7,7.8747e+18,3445,0.0,6,
2022,7.8747e+17,7,7,7.8747e+18,7602,1.6,7,"Kylen Granson, TE (PHI)"
2022,7.8747e+17,7,7,7.8747e+18,5347,9.3,8,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,7,7,7.8747e+18,3664,0.4,9,
2022,7.8747e+17,7,7,7.8747e+18,1433,3.0,10,"Brandon McManus, K (GB)"
2022,7.8747e+17,7,7,7.8747e+18,LV,7.0,11,"Las Vegas Raiders, DEF (LV)"
2022,7.8747e+17,8,7,7.8747e+18,5849,23.64,1,"Kyler Murray, QB (ARI)"
2022,7.8747e+17,8,7,7.8747e+18,3969,14.8,2,
2022,7.8747e+17,8,7,7.8747e+18,5347,12.9,3,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,8,7,7.8747e+18,6786,18.8,4,"CeeDee Lamb, WR (DAL)"
2022,7.8747e+17,8,7,7.8747e+18,1067,0.0,5,
2022,7.8747e+17,8,7,7.8747e+18,5026,0.0,6,
2022,7.8747e+17,8,7,7.8747e+18,6126,6.8,7,
2022,7.8747e+17,8,7,7.8747e+18,3269,0.0,8,"Chris Moore, WR (WAS)"
2022,7.8747e+17,8,7,7.8747e+18,8255,0.1,9,"Raheem Blackshear, RB (PIT)"
2022,7.8747e+17,8,7,7.8747e+18,1433,3.0,10,"Brandon McManus, K (GB)"
2022,7.8747e+17,8,7,7.8747e+18,BUF,4.0,11,"Buffalo Bills, DEF (BUF)"
2022,7.8747e+17,9,7,7.8747e+18,5849,17.0,1,"Kyler Murray, QB (ARI)"
2022,7.8747e+17,9,7,7.8747e+18,5347,0.0,2,"Nyheim Hines, RB (LAC)"
2022,7.8747e+17,9,7,7.8747e+18,8255,15.3,3,"Raheem Blackshear, RB (PIT)"
2022,7.8747e+17,9,7,7.8747e+18,7606,3.2,4,
2022,7.8747e+17,9,7,7.8747e+18,1067,9.8,5,
2022,7.8747e+17,9,7,7.8747e+18,5113,4.3,6,"Cedrick Wilson, WR (MIA)"
2022,7.8747e+17,9,7,7.8747e+18,7891,0.0,7,"Brock Wright, TE (DET)"
2022,7.8747e+17,9,7,7.8747e+18,3269,14.5,8,"Chris Moore, WR (WAS)"
2022,7.8747e+17,9,7,7.8747e+18,5026,5.9,9,
2022,7.8747e+17,9,7,7.8747e+18,0,0.0,10,
2022,7.8747e+17,9,7,7.8747e+18,BUF,6.0,11,"Buffalo Bills, DEF (BUF)"
2022,7.8747e+17,1,8,7.8747e+18,2028,11.8,1,
2022,7.8747e+17,1,8,7.8747e+18,6938,0.0,2,"Cam Akers, RB (MIN)"
2022,7.8747e+17,1,8,7.8747e+18,6790,26.5,3,"D'Andre Swift, RB (CHI)"
2022,7.8747e+17,1,8,7.8747e+18,5927,13.8,4,"Terry McLaurin, WR (WAS)"
2022,7.8747e+17,1,8,7.8747e+18,1992,2.2,5,
2022,7.8747e+17,1,8,7.8747e+18,2197,15.2,6,"Brandin Cooks, WR (NO)"
2022,7.8747e+17,1,8,7.8747e+18,1466,26.1,7,"Travis Kelce, TE (KC)"
2022,7.8747e+17,1,8,7.8747e+18,4068,3.0,8,
2022,7.8747e+17,1,8,7.8747e+18,7588,18.8,9,"Javonte Williams, RB (DAL)"
2022,7.8747e+17,1,8,7.8747e+18,7839,7.0,10,"Evan McPherson, K (CIN)"
2022,7.8747e+17,1,8,7.8747e+18,CIN,5.0,11,"Cincinnati Bengals, DEF (CIN)"
2022,7.8747e+17,10,8,7.8747e+18,2028,17.92,1,
2022,7.8747e+17,10,8,7.8747e+18,6790,8.2,2,"D'Andre Swift, RB (CHI)"
2022,7.8747e+17,10,8,7.8747e+18,8129,11.2,3,"Dameon Pierce, RB (HOU)"
2022,7.8747e+17,10,8,7.8747e+18,2197,8.2,4,"Brandin Cooks, WR (NO)"
2022,7.8747e+17,10,8,7.8747e+18,7670,7.4,5,"Joshua Palmer, WR (BUF)"
2022,7.8747e+17,10,8,7.8747e+18,5937,10.3,6,
2022,7.8747e+17,10,8,7.8747e+18,1466,20.1,7,"Travis Kelce, TE (KC)"
2022,7.8747e+17,10,8,7.8747e+18,3271,15.3,8,"Tyler Higbee, TE (LAR)"
2022,7.8747e+17,10,8,7.8747e+18,5927,20.8,9,"Terry McLaurin, WR (WAS)"
2022,7.8747e+17,10,8,7.8747e+18,503,7.0,10,"Graham Gano, K (NYG)"
2022,7.8747e+17,10,8,7.8747e+18,NYG,9.0,11,"New York Giants, DEF (NYG)"
2022,7.8747e+17,11,8,7.8747e+18,2028,20.28,1,
2022,7.8747e+17,11,8,7.8747e+18,6790,11.2,2,"D'Andre Swift, RB (CHI)"
2022,7.8747e+17,11,8,7.8747e+18,8129,3.7,3,"Dameon Pierce, RB (HOU)"
2022,7.8747e+17,11,8,7.8747e+18,1992,14.7,4,
2022,7.8747e+17,11,8,7.8747e+18,4068,2.5,5,
2022,7.8747e+17,11,8,7.8747e+18,5927,9.6,6,"Terry McLaurin, WR (WAS)"
2022,7.8747e+17,11,8,7.8747e+18,1466,35.5,7,"Travis Kelce, TE (KC)"
2022,7.8747e+17,11,8,7.8747e+18,3271,8.5,8,"Tyler Higbee, TE (LAR)"
2022,7.8747e+17,11,8,7.8747e+18,7611,14.2,9,"Rhamondre Stevenson, RB (NE)"
2022,7.8747e+17,11,8,7.8747e+18,7839,17.0,10,"Evan McPherson, K (CIN)"
2022,7.8747e+17,11,8,7.8747e+18,CIN,0.0,11,"Cincinnati Bengals, DEF (CIN)"
2022,7.8747e+17,12,8,7.8747e+18,2028,20.8,1,
2022,7.8747e+17,12,8,7.8747e+18,6790,10.3,2,"D'Andre Swift, RB (CHI)"
2022,7.8747e+17,12,8,7.8747e+18,7611,20.2,3,"Rhamondre Stevenson, RB (NE)"
2022,7.8747e+17,12,8,7.8747e+18,7670,9.6,4,"Joshua Palmer, WR (BUF)"
2022,7.8747e+17,12,8,7.8747e+18,5927,9.3,5,"Terry McLaurin, WR (WAS)"
2022,7.8747e+17,12,8,7.8747e+18,5937,9.9,6,
2022,7.8747e+17,12,8,7.8747e+18,1466,15.7,7,"Travis Kelce, TE (KC)"
2022,7.8747e+17,12,8,7.8747e+18,1476,10.8,8,
2022,7.8747e+17,12,8,7.8747e+18,8129,4.6,9,"Dameon Pierce, RB (HOU)"
2022,7.8747e+17,12,8,7.8747e+18,7839,9.0,10,"Evan McPherson, K (CIN)"
2022,7.8747e+17,12,8,7.8747e+18,CIN,3.0,11,"Cincinnati Bengals, DEF (CIN)"
2022,7.8747e+17,13,8,7.8747e+18,2028,16.0,1,
2022,7.8747e+17,13,8,7.8747e+18,6790,21.1,2,"D'Andre Swift, RB (CHI)"
2022,7.8747e+17,13,8,7.8747e+18,7611,12.8,3,"Rhamondre Stevenson, RB (NE)"
2022,7.8747e+17,13,8,7.8747e+18,7670,13.0,4,"Joshua Palmer, WR (BUF)"
2022,7.8747e+17,13,8,7.8747e+18,5927,24.5,5,"Terry McLaurin, WR (WAS)"
2022,7.8747e+17,13,8,7.8747e+18,5937,11.0,6,
2022,7.8747e+17,13,8,7.8747e+18,1466,6.6,7,"Travis Kelce, TE (KC)"
2022,7.8747e+17,13,8,7.8747e+18,1476,10.1,8,
2022,7.8747e+17,13,8,7.8747e+18,8129,12.5,9,"Dameon Pierce, RB (HOU)"
2022,7.8747e+17,13,8,7.8747e+18,7839,10.0,10,"Evan McPherson, K (CIN)"
2022,7.8747e+17,13,8,7.8747e+18,NYG,8.0,11,"New York Giants, DEF (NYG)"
2022,7.8747e+17,14,8,7.8747e+18,2028,2.58,1,
2022,7.8747e+17,14,8,7.8747e+18,6790,6.9,2,"D'Andre Swift, RB (CHI)"
2022,7.8747e+17,14,8,7.8747e+18,7611,3.0,3,"Rhamondre Stevenson, RB (NE)"
2022,7.8747e+17,14,8,7.8747e+18,7670,9.3,4,"Joshua Palmer, WR (BUF)"
2022,7.8747e+17,14,8,7.8747e+18,4068,23.6,5,
2022,7.8747e+17,14,8,7.8747e+18,5937,14.2,6,
2022,7.8747e+17,14,8,7.8747e+18,1466,11.1,7,"Travis Kelce, TE (KC)"
2022,7.8747e+17,14,8,7.8747e+18,1476,6.1,8,
2022,7.8747e+17,14,8,7.8747e+18,8129,10.8,9,"Dameon Pierce, RB (HOU)"
2022,7.8747e+17,14,8,7.8747e+18,7839,5.0,10,"Evan McPherson, K (CIN)"
2022,7.8747e+17,14,8,7.8747e+18,CIN,7.0,11,"Cincinnati Bengals, DEF (CIN)"
2022,7.8747e+17,15,8,7.8747e+18,2028,18.24,1,
2022,7.8747e+17,15,8,7.8747e+18,6790,12.5,2,"D'Andre Swift, RB (CHI)"
2022,7.8747e+17,15,8,7.8747e+18,7611,24.8,3,"Rhamondre Stevenson, RB (NE)"
2022,7.8747e+17,15,8,7.8747e+18,5927,13.0,4,"Terry McLaurin, WR (WAS)"
2022,7.8747e+17,15,8,7.8747e+18,4068,10.7,5,
2022,7.8747e+17,15,8,7.8747e+18,5937,20.0,6,
2022,7.8747e+17,15,8,7.8747e+18,1466,20.5,7,"Travis Kelce, TE (KC)"
2022,7.8747e+17,15,8,7.8747e+18,1476,21.2,8,
2022,7.8747e+17,15,8,7.8747e+18,8154,10.7,9,"Brian Robinson, RB (SF)"
2022,7.8747e+17,15,8,7.8747e+18,7839,9.0,10,"Evan McPherson, K (CIN)"
2022,7.8747e+17,15,8,7.8747e+18,CIN,9.0,11,"Cincinnati Bengals, DEF (CIN)"
2022,7.8747e+17,16,8,7.8747e+18,2028,6.36,1,
2022,7.8747e+17,16,8,7.8747e+18,6790,3.5,2,"D'Andre Swift, RB (CHI)"
2022,7.8747e+17,16,8,7.8747e+18,7611,1.3,3,"Rhamondre Stevenson, RB (NE)"
2022,7.8747e+17,16,8,7.8747e+18,5927,17.7,4,"Terry McLaurin, WR (WAS)"
2022,7.8747e+17,16,8,7.8747e+18,4068,11.6,5,
2022,7.8747e+17,16,8,7.8747e+18,5937,11.4,6,
2022,7.8747e+17,16,8,7.8747e+18,1466,17.3,7,"Travis Kelce, TE (KC)"
2022,7.8747e+17,16,8,7.8747e+18,1476,7.0,8,
2022,7.8747e+17,16,8,7.8747e+18,8154,5.8,9,"Brian Robinson, RB (SF)"
2022,7.8747e+17,16,8,7.8747e+18,7839,3.0,10,"Evan McPherson, K (CIN)"
2022,7.8747e+17,16,8,7.8747e+18,CIN,13.0,11,"Cincinnati Bengals, DEF (CIN)"
2022,7.8747e+17,17,8,7.8747e+18,2028,0.0,1,
2022,7.8747e+17,17,8,7.8747e+18,6790,27.7,2,"D'Andre Swift, RB (CHI)"
2022,7.8747e+17,17,8,7.8747e+18,7611,7.1,3,"Rhamondre Stevenson, RB (NE)"
2022,7.8747e+17,17,8,7.8747e+18,5927,5.7,4,"Terry McLaurin, WR (WAS)"
